target_id,name,level,x,y,desc,resource1,resource2,loot_ids,unit_count,unit_categories,units,query_x,query_y
2465681,9级山贼,9,30,17,"大批资源,",1439,3909,,4,战车;骑兵,刁和土:投石车x1296 | 计桢:骁骑兵x903 | 缪化舒:骁骑兵x1083 | 连纳轩:投石车x1397,30,12
2465047,5级山贼,5,30,18,"很多资源,",256,602,,2,弓弩;步兵,卜悟:轻步兵x472 | 郭鸾筠:强弩兵x820,30,18
2467912,7级山贼,7,30,19,"大批资源,有宝箱,",611,1634,1064;1064,3,弓弩;步兵,顾蕊:轻步兵x1161 | 梁丘醉:弓兵x500 | 滑月:弓兵x538,30,18
2463295,1级山贼,1,30,20,"一些资源,",60,143,,1,步兵,阎诩:民兵x139,30,18
2463085,3级山贼,3,30,21,"很多资源,",154,395,,1,步兵,单方:民兵x884,30,18
2464109,7级山贼,7,30,23,"大批资源,",503,1688,1064,3,弓弩;步兵,劳醒:轻步兵x1172 | 蔚言:强弩兵x1506 | 桑黛赋:弓兵x510,30,18
2466290,1级山贼,1,30,24,"一些资源,",46,127,,1,步兵,乔强:民兵x158,30,24
2467578,10级山贼,10,30,26,"大批资源,有宝箱,",1848,5227,1793;1084,5,弓弩;战车;骑兵,湛聪:投石车x1882 | 和慕:骁骑兵x1755 | 申屠怡:骁骑兵x1635 | 束璧:骁骑兵x1667 | 郦霓:弩骑兵x2160,30,24
2465646,4级山贼,4,30,27,"很多资源,",151,442,,2,步兵,祖宕歆:民兵x1297 | 王冰诚:近卫兵x382,30,24
2465864,6级山贼,6,30,30,"大量资源,有宝箱,",386,883,1059,3,步兵;骑兵,闻人溪:铁骑兵x630 | 台萍:铁骑兵x656 | 王格笛:轻步兵x890,30,30
2463874,9级山贼,9,30,31,"大批资源,有宝箱,",1455,4259,,4,骑兵,池致:骁骑兵x1001 | 童闻:轻骑兵x1755 | 应远:骁骑兵x950 | 殴心潍:骁骑兵x982,30,30
2467447,9级山贼,9,30,32,"大批资源,有宝箱,",1500,3964,1072;1793,4,骑兵,段美:轻骑兵x1578 | 弓虎:轻骑兵x1694 | 荆儿:骁骑兵x974 | 令狐本可:骁骑兵x1076,30,30
2465802,5级山贼,5,30,33,"很多资源,",267,606,,2,弓弩,暴我:强弩兵x783 | 钟清:强弩兵x768,30,30
2468110,1级山贼,1,30,36,"一些资源,",53,103,,1,步兵,蓟叡悦:民兵x151,30,36
2467870,2级山贼,2,30,41,"许多资源,",92,229,,1,步兵,吉茗:民兵x305,30,36
2464055,6级山贼,6,30,43,"大量资源,有宝箱,",391,942,,3,弓弩;步兵;骑兵,滑凡:铁骑兵x563 | 师沉志:轻步兵x920 | 吴云:强弩兵x1200,30,42
2468780,1级山贼,1,30,44,"一些资源,",50,109,,1,步兵,席合彬:民兵x156,30,42
2468908,1级山贼,1,30,45,"一些资源,",42,102,,1,步兵,甄弘:民兵x135,30,42
2465217,2级山贼,2,30,46,"许多资源,",84,223,1039,1,步兵,席婕:民兵x290,30,42
2468010,7级山贼,7,30,48,"大批资源,",672,1454,1064,3,弓弩;步兵,籍路叡:强弩兵x1604 | 赖教玉:弓兵x514 | 段曼娇:轻步兵x1181,30,48
2465689,4级山贼,4,30,49,"很多资源,",156,406,,2,步兵,酆贞葱:重步兵x535 | 劳力为:重步兵x472,30,48
2465406,10级山贼,10,30,51,"大批资源,有宝箱,有装备,一些宝物,",1949,4788,1793;1793,5,弓弩;战车;骑兵,奚丹:弩骑兵x1832 | 顾家:投石车x2128 | 曲如:骁骑兵x1689 | 龚望明:骁骑兵x1821 | 亓官江:重弩车x755,30,48
2466873,8级山贼,8,30,54,"大批资源,有宝箱,有装备,",987,2380,1793,4,战车;骑兵,蒙韶齐:投石车x988 | 漆雕曦捷:骁骑兵x698 | 危娥:轻骑兵x1252 | 寿娴:轻骑兵x1258,30,54
2466426,8级山贼,8,31,0,"大批资源,",939,2551,1062,4,战车;骑兵,惠煦:骁骑兵x730 | 杜小:骁骑兵x703 | 怀菲访:骁骑兵x780 | 巢瑞:投石车x982,30,0
2468191,4级山贼,4,31,1,"很多资源,",170,442,,2,步兵,章璐:近卫兵x405 | 马晋伯:重步兵x496,30,0
2469344,3级山贼,3,31,2,"很多资源,有装备,",158,368,,1,步兵,奚北洁:民兵x877,30,0
2465512,4级山贼,4,31,3,"很多资源,",155,444,,2,步兵,别豇:重步兵x465 | 糜驽启:近卫兵x341,30,0
2468132,3级山贼,3,31,4,"许多资源,",157,316,,1,步兵,乐正鹤:民兵x808,30,0
2465756,10级山贼,10,31,5,"大批资源,有宝箱,",2182,5294,,5,弓弩;战车;骑兵,仰柏:弩骑兵x2135 | 殷亘项:弩骑兵x2175 | 谷运:骁骑兵x1701 | 卢鸿:弩车x259 | 宗正瑾唱:投石车x2031,30,0
2465247,10级山贼,10,31,7,"大批资源,有宝箱,一些宝物,",2081,4747,1793;1793;29441,5,弓弩;骑兵,荀程:弩骑兵x2127 | 鲁清:骁骑兵x1801 | 赵喷幼:骁骑兵x1818 | 宣澜:弩骑兵x2143 | 唐钋常:弩骑兵x1896,30,6
2464205,5级山贼,5,31,9,"大量资源,",257,770,,2,弓弩;骑兵,莫昱游:铁骑兵x374 | 盛丰童:弓兵x209,30,6
2468579,4级山贼,4,31,10,"很多资源,有宝箱,",157,468,13569,2,步兵,甘露问:近卫兵x366 | 韩从:民兵x1174,30,6
2469368,4级山贼,4,31,11,"很多资源,一些宝物,",159,498,,2,步兵,路昶:近卫兵x413 | 贾路:重步兵x483,30,6
2467730,7级山贼,7,31,13,"大批资源,有宝箱,",530,1558,13569,3,弓弩;骑兵,余馨彤:铁骑兵x925 | 夏诗:强弩兵x1487 | 隆淼:强弩兵x1702,30,12
2467606,7级山贼,7,31,16,"大批资源,",523,1549,,3,弓弩;骑兵,苍鹤:铁骑兵x929 | 厉千:强弩兵x1550 | 须黛:强弩兵x1720,30,12
2466282,8级山贼,8,31,17,"大批资源,",1050,2395,,4,战车;骑兵,乜兆富:轻骑兵x1155 | 屠泓:重弩车x332 | 贲雯澜:骁骑兵x724 | 骆听葱:轻骑兵x1204,30,12
2467783,5级山贼,5,31,18,"很多资源,",256,611,,2,弓弩;步兵,章香恩:强弩兵x801 | 甘图歌:轻步兵x469,30,18
2466786,5级山贼,5,31,19,"大量资源,",298,683,,2,步兵;骑兵,淳于路真:轻步兵x486 | 丁苍:铁骑兵x317,30,18
2469342,7级山贼,7,31,20,"大批资源,有宝箱,一些宝物,",525,1610,14849,3,弓弩;步兵;骑兵,步彩中:轻步兵x1156 | 隗荡访:铁骑兵x760 | 曲城锦:强弩兵x1451,30,18
2468071,1级山贼,1,31,22,"一些资源,",42,108,,1,步兵,丁畅萌:民兵x150,30,18
2469433,1级山贼,1,31,25,"一些资源,",49,110,,1,步兵,沈怀:民兵x153,30,24
2469618,9级山贼,9,31,27,"大批资源,",1518,3806,,4,骑兵,宗正筠:骁骑兵x988 | 蒙璐龙:骁骑兵x1001 | 壤驷清:骁骑兵x1067 | 车正人:骁骑兵x944,30,24
2469740,2级山贼,2,31,30,"许多资源,",92,289,,1,步兵,弓明秀:民兵x315,30,30
2464614,10级山贼,10,31,33,"大批资源,有宝箱,有装备,",2191,5268,1084,5,战车;骑兵,壤驷昶慈:弩车x207 | 惠胜懋:重弩车x739 | 申驹:重弩车x709 | 童鸿:骁骑兵x1610 | 熊游光:弩车x224,30,30
2463715,7级山贼,7,31,35,"大批资源,",657,1609,,3,弓弩;步兵;骑兵,党萱豇:轻步兵x1127 | 金悌:强弩兵x1496 | 水语:铁骑兵x770,30,30
2468069,2级山贼,2,31,36,"许多资源,",86,236,,1,步兵,连雪:民兵x316,30,36
2469533,8级山贼,8,31,37,"大批资源,有宝箱,一些宝物,",964,2420,,4,战车;骑兵,岑香容:重弩车x345 | 伊雨沁:轻骑兵x1211 | 云慈:骁骑兵x820 | 徐佩:骁骑兵x785,30,36
2465674,5级山贼,5,31,39,"很多资源,",263,725,,2,弓弩;步兵,乔阳彦:轻步兵x549 | 鲁莫尝:强弩兵x876,30,36
2469920,5级山贼,5,31,41,"很多资源,",277,728,,2,步兵;骑兵,董蝶:轻步兵x515 | 柯军昶:铁骑兵x346,30,36
2463908,2级山贼,2,31,42,"许多资源,",96,296,,1,步兵,太叔胜禧:民兵x299,30,42
2468822,6级山贼,6,31,44,"大量资源,有宝箱,",335,967,13569,3,弓弩;步兵;骑兵,惠丹:铁骑兵x655 | 公羊铄:轻步兵x931 | 全鸿:强弩兵x1138,30,42
2465760,3级山贼,3,31,45,"很多资源,",144,371,,1,步兵,司马楠:民兵x850,30,42
2464647,2级山贼,2,31,47,"许多资源,",89,204,,1,步兵,许晔:民兵x276,30,42
2469853,5级山贼,5,31,48,"很多资源,有宝箱,",259,749,13569,2,步兵;骑兵,江小:轻步兵x505 | 史瑞:铁骑兵x333,30,48
2467316,6级山贼,6,31,51,"大量资源,",329,855,1059,3,弓弩;步兵;骑兵,梁丘木:铁骑兵x587 | 甘轩华:轻步兵x873 | 乜煦:强弩兵x1140,30,48
2466261,6级山贼,6,31,52,"大量资源,",325,877,,3,弓弩;骑兵,訾歆:铁骑兵x627 | 劳捷:弓兵x411 | 萧邪:弓兵x407,30,48
2466414,6级山贼,6,31,54,"大量资源,有宝箱,有装备,",327,984,,3,弓弩;骑兵,扈巍鑫:强弩兵x1221 | 张芙:铁骑兵x623 | 赵小:强弩兵x1247,30,54
2466267,10级山贼,10,31,55,"大批资源,有宝箱,有装备,许多宝物,",1828,5120,1084;1083,5,弓弩;战车;骑兵,蒲玉:骁骑兵x1937 | 国刚:弩骑兵x1921 | 匡偲霓:重弩车x702 | 糜鸾:弩骑兵x2148 | 姬菲桂:投石车x1913,30,54
2468305,2级山贼,2,32,0,"许多资源,",92,205,,1,步兵,解迈:民兵x326,30,0
2464712,7级山贼,7,32,1,"大批资源,有宝箱,",565,1669,,3,弓弩;骑兵,茅瑞:铁骑兵x918 | 嵇柏虞:弓兵x597 | 养慈商:铁骑兵x884,30,0
2467672,7级山贼,7,32,11,"大批资源,",644,1474,1064,3,弓弩;骑兵,尉迟丰:弓兵x523 | 雷琪:铁骑兵x920 | 乐杉栩:铁骑兵x876,30,6
2463064,3级山贼,3,32,12,"许多资源,",157,344,,1,步兵,干正桂:民兵x836,30,12
2469439,7级山贼,7,32,13,"大批资源,有宝箱,",519,1607,,3,弓弩;步兵,柳佑:弓兵x570 | 惠莫:轻步兵x1119 | 经项:强弩兵x1428,30,12
2464869,6级山贼,6,32,14,"大量资源,有宝箱,",334,935,1059,3,弓弩;步兵,空曼羽:强弩兵x1145 | 宇文哲:强弩兵x1217 | 莫明:轻步兵x904,30,12
2466670,8级山贼,8,32,15,"大批资源,有装备,一些宝物,",1033,2380,,4,战车;骑兵,郗益:轻骑兵x1290 | 钱懋琦:投石车x1037 | 栾颀:轻骑兵x1209 | 国天:骁骑兵x819,30,12
2467740,3级山贼,3,32,28,"许多资源,",155,320,,1,步兵,应巧:民兵x827,30,24
2468532,9级山贼,9,32,29,"大批资源,有宝箱,",1446,4120,,4,战车;骑兵,麻烟:投石车x1258 | 万瑶:骁骑兵x907 | 索芹月:投石车x1207 | 璩望茵:轻骑兵x1547,30,24
2465952,10级山贼,10,32,31,"大批资源,有宝箱,",1985,4655,1793;1793,5,弓弩;战车,车颜:投石车x1877 | 龙游:投石车x1973 | 禄诗好:弩骑兵x2159 | 廉云:投石车x2125 | 惠然格:弩车x258,30,30
2465806,7级山贼,7,32,32,"大批资源,",617,1467,,3,步兵;骑兵,谷我洁:轻步兵x1187 | 常自远:轻步兵x1112 | 黎丹:铁骑兵x878,30,30
2463693,9级山贼,9,32,33,"大批资源,",1675,3674,1074;1074,4,战车;骑兵,蓬誉:投石车x1323 | 胡颜昶:骁骑兵x990 | 昝慧:骁骑兵x996 | 厉焕:投石车x1360,30,30
2464206,8级山贼,8,32,42,"大批资源,",946,2461,,4,战车;骑兵,胥菲语:投石车x927 | 陈载泉:投石车x928 | 单于尚运:轻骑兵x1101 | 屠捷:投石车x939,30,42
2464417,6级山贼,6,32,48,"大量资源,有宝箱,",370,994,,3,弓弩;步兵;骑兵,郎若:轻步兵x805 | 金海:铁骑兵x543 | 孙问:强弩兵x1023,30,48
2464444,4级山贼,4,32,49,"很多资源,",153,497,1049,2,步兵,王城河:近卫兵x368 | 申初:重步兵x465,30,48
2464531,1级山贼,1,32,51,"一些资源,",44,104,,1,步兵,西门简:民兵x147,30,48
2466072,2级山贼,2,32,55,"许多资源,",87,219,,1,步兵,祖林豫:民兵x288,30,54
2467922,6级山贼,6,33,0,"大量资源,",304,901,,3,弓弩;步兵,马元宁:轻步兵x924 | 徐笑:轻步兵x876 | 文翊实:强弩兵x1245,33,0
2464158,6级山贼,6,33,1,"大量资源,有宝箱,",344,808,,3,弓弩;骑兵,梁淼枫:铁骑兵x541 | 冉放:铁骑兵x540 | 庚帅:弓兵x401,33,0
2465448,8级山贼,8,33,2,"大批资源,",1073,2307,1069;1064,4,战车;骑兵,申辐清:骁骑兵x703 | 龙艾:轻骑兵x1297 | 农玟向:投石车x1019 | 廉民:重弩车x347,33,0
2463635,10级山贼,10,33,4,"大批资源,",2080,4622,1081;1080,5,弓弩;骑兵,牧卿:弩骑兵x1846 | 经温:骁骑兵x1989 | 夏济石:骁骑兵x1681 | 于玉乾:弩骑兵x2174 | 仰兆翠:骁骑兵x1833,33,0
2469096,6级山贼,6,33,5,"大量资源,",368,985,,3,弓弩;步兵;骑兵,卢丰筠:强弩兵x1075 | 廉中:轻步兵x915 | 韦朗:铁骑兵x583,33,0
2467776,3级山贼,3,33,8,"很多资源,",149,384,,1,步兵,郭盼华:民兵x823,33,6
2464183,6级山贼,6,33,10,"大量资源,有宝箱,",367,976,14849,3,弓弩;步兵,令狐萱:轻步兵x914 | 敖晋:轻步兵x859 | 荀谊靖:弓兵x344,33,6
2468396,1级山贼,1,33,12,"一些资源,",42,100,1034,1,步兵,淳于颜:民兵x152,33,12
2467416,8级山贼,8,33,13,"大批资源,",935,2524,1069,4,战车;骑兵,姚兆:轻骑兵x1169 | 丰家映:投石车x937 | 薛胜:轻骑兵x1194 | 司徒洁:骁骑兵x713,33,12
2464491,6级山贼,6,33,14,"大量资源,",334,831,1059,3,弓弩;骑兵,洪谊:强弩兵x1187 | 秦扬半:铁骑兵x614 | 鲁仙:铁骑兵x540,33,12
2466776,6级山贼,6,33,16,"大量资源,",325,917,,3,弓弩;步兵;骑兵,萧山亦:弓兵x342 | 柏姝馨:铁骑兵x655 | 乐朝:轻步兵x936,33,12
2468458,9级山贼,9,33,17,"大批资源,",1779,3965,,4,战车;骑兵,林嫒:投石车x1240 | 宗捷望:投石车x1312 | 韩奇曼:骁骑兵x1065 | 贺寒豆:骁骑兵x911,33,12
2465227,5级山贼,5,33,21,"很多资源,",262,720,,2,弓弩,路夏:强弩兵x728 | 昌琛丹:弓兵x211,33,18
2465727,1级山贼,1,33,22,"一些资源,",57,148,,1,步兵,晁翠霁:民兵x144,33,18
2468599,10级山贼,10,33,24,"大批资源,有宝箱,有装备,",1884,4636,,5,弓弩;战车;骑兵,叶方云:重弩车x729 | 柯卫:弩骑兵x1873 | 欧阳卓:骁骑兵x1782 | 闻鑫盼:重弩车x708 | 司松:骁骑兵x1883,33,24
2469810,3级山贼,3,33,25,"很多资源,",147,352,,1,步兵,梅贤:民兵x858,33,24
2463790,3级山贼,3,33,26,"很多资源,",142,346,,1,步兵,喻悦:民兵x897,33,24
2466299,4级山贼,4,33,28,"很多资源,",165,489,1049,2,步兵,冀尚:近卫兵x340 | 司迎斯:重步兵x466,33,24
2467299,6级山贼,6,33,29,"大量资源,",304,943,,3,弓弩;骑兵,容与适:强弩兵x1046 | 江格厚:铁骑兵x655 | 茅彤:铁骑兵x616,33,24
2469405,5级山贼,5,33,31,"很多资源,",291,752,,2,弓弩,景艺栩:强弩兵x784 | 乜懏麟:强弩兵x839,33,30
2464755,8级山贼,8,33,32,"大批资源,有宝箱,",1028,2706,1793,4,战车;骑兵,柳丽:骁骑兵x741 | 丛桂:投石车x1066 | 封魄真:骁骑兵x746 | 边松:骁骑兵x817,33,30
2463968,8级山贼,8,33,33,"大批资源,有装备,",950,2517,,4,战车;骑兵,广北旎:轻骑兵x1216 | 钟娴:重弩车x377 | 丁慈:轻骑兵x1277 | 羊玉悦:骁骑兵x682,33,30
2465287,3级山贼,3,33,34,"很多资源,",148,352,,1,步兵,史如艾:民兵x868,33,30
2463545,7级山贼,7,33,35,"大批资源,有宝箱,",697,1555,14849;1062,3,弓弩;骑兵,靳绮:强弩兵x1488 | 汲彤慧:铁骑兵x807 | 甄舟:铁骑兵x786,33,30
2467607,3级山贼,3,33,38,"许多资源,",149,373,,1,步兵,弓逸:民兵x790,33,36
2464147,3级山贼,3,33,39,"很多资源,有装备,",144,358,,1,步兵,邬千潇:民兵x789,33,36
2465720,6级山贼,6,33,44,"大量资源,有宝箱,一些宝物,",325,946,1059,3,弓弩;步兵,蒙容彬:轻步兵x863 | 边卫:弓兵x374 | 柯初:轻步兵x781,33,42
2466669,4级山贼,4,33,46,"很多资源,",153,418,,2,步兵,寿笛邪:近卫兵x390 | 柳映祺:重步兵x508,33,42
2465230,5级山贼,5,33,54,"很多资源,",290,668,,2,弓弩;步兵,邹捷:轻步兵x457 | 靳许:强弩兵x780,33,54
2467510,4级山贼,4,33,55,"很多资源,",160,489,,2,步兵,陶之阳:重步兵x539 | 平今:重步兵x453,33,54
2468977,3级山贼,3,34,1,"很多资源,",157,334,,1,步兵,厉尘:民兵x836,33,0
2467119,3级山贼,3,34,2,"很多资源,",152,320,,1,步兵,柳真菲:民兵x790,33,0
2469020,6级山贼,6,34,3,"大量资源,一些宝物,",325,885,,3,弓弩;步兵,洪发:弓兵x358 | 慕双图:轻步兵x800 | 余潇:弓兵x405,33,0
2465982,4级山贼,4,34,4,"很多资源,",179,447,,2,步兵,杭语:近卫兵x347 | 甄言:民兵x1267,33,0
2463438,7级山贼,7,34,6,"大批资源,有宝箱,",677,1678,1064;13570,3,步兵;骑兵,牛萍:轻步兵x1114 | 石枫:铁骑兵x926 | 陶胜楠:铁骑兵x800,33,6
2469128,6级山贼,6,34,7,"大量资源,有宝箱,",388,920,14849;13569,3,弓弩;步兵;骑兵,东广双:强弩兵x1263 | 庚黛:轻步兵x832 | 冉佑祺:铁骑兵x542,33,6
2466446,6级山贼,6,34,8,"大量资源,",382,948,,3,步兵,步冉:轻步兵x834 | 秦程夜:轻步兵x790 | 汲仲真:轻步兵x791,33,6
2468286,2级山贼,2,34,9,"许多资源,",84,236,,1,步兵,程玥:民兵x314,33,6
2463820,4级山贼,4,34,10,"很多资源,",154,458,,2,步兵,骆明:民兵x1193 | 郝彤剑:民兵x1112,33,6
2464595,10级山贼,10,34,11,"大批资源,有宝箱,有装备,",1927,4738,1084;1793,5,弓弩;战车;骑兵,韦琴艾:重弩车x770 | 司凝柳:骁骑兵x1804 | 巢芷:弩骑兵x2033 | 戈放:弩车x203 | 沙瑞柔:重弩车x704,33,6
2463587,5级山贼,5,34,12,"很多资源,",266,602,,2,弓弩;骑兵,索希洁:铁骑兵x351 | 臧行友:弓兵x217,33,12
2465340,6级山贼,6,34,14,"大量资源,一些宝物,",379,898,,3,步兵;骑兵,晁舟懋:轻步兵x775 | 祖工:铁骑兵x601 | 单于蝶:轻步兵x788,33,12
2463269,4级山贼,4,34,15,"很多资源,",175,489,1049,2,步兵,敖纳:近卫兵x398 | 蔺怜奇:重步兵x514,33,12
2467894,4级山贼,4,34,17,"很多资源,",179,436,,2,步兵,洪楠:近卫兵x379 | 乌均翔:近卫兵x348,33,12
2465946,3级山贼,3,34,18,"很多资源,",156,343,,1,步兵,惠原誉:民兵x837,33,18
2464382,4级山贼,4,34,21,"很多资源,",155,479,,2,步兵,韩菲:近卫兵x404 | 牧吉:重步兵x548,33,18
2469131,9级山贼,9,34,22,"大批资源,有宝箱,",1480,4191,,4,战车;骑兵,侯珊:投石车x1329 | 章烁以:骁骑兵x961 | 陶珠玉:轻骑兵x1606 | 姬同:轻骑兵x1457,33,18
2463126,10级山贼,10,34,23,"大批资源,有宝箱,有装备,",2031,4955,1076;1084,5,弓弩;战车,昌桢煊:弩骑兵x2188 | 郗嫒:弩骑兵x2192 | 胥望谷:重弩车x772 | 翟觅:弩骑兵x2110 | 边黎智:投石车x2017,33,18
2466963,6级山贼,6,34,25,"大量资源,有宝箱,一些宝物,",400,908,,3,弓弩;步兵;骑兵,羿材:轻步兵x818 | 郎方单:铁骑兵x611 | 邴楠莫:强弩兵x1240,33,24
2463506,2级山贼,2,34,26,"许多资源,",86,235,,1,步兵,羿祈:民兵x322,33,24
2469487,10级山贼,10,34,27,"大批资源,有宝箱,一些宝物,",2040,4869,1084;1080,5,战车;骑兵,臧宾乾:重弩车x677 | 池元:重弩车x796 | 米纶渊:骁骑兵x1661 | 鱼奕衍:投石车x2185 | 郦新笛:骁骑兵x1710,33,24
2464358,9级山贼,9,34,31,"大批资源,有宝箱,有装备,一些宝物,",1537,4059,1073,4,战车;骑兵,寿咏:轻骑兵x1742 | 暨全福:骁骑兵x1056 | 巩骏寒:重弩车x515 | 濮阳哲和:投石车x1291,33,30
2465354,2级山贼,2,34,32,"许多资源,",95,264,,1,步兵,欧阳沉潍:民兵x275,33,30
2465195,2级山贼,2,34,36,"许多资源,",81,236,,1,步兵,柏秋:民兵x324,33,36
2464653,4级山贼,4,34,38,"很多资源,",163,458,1049,2,步兵,鱼昶:民兵x1190 | 郑蕊今:重步兵x468,33,36
2463566,7级山贼,7,34,44,"大批资源,",502,1475,1064,3,弓弩;骑兵,宗政煊:铁骑兵x798 | 关祥:弓兵x517 | 单友和:强弩兵x1616,33,42
2466063,5级山贼,5,34,45,"很多资源,",266,674,,2,弓弩,巢笛为:弓兵x229 | 家澄:强弩兵x756,33,42
2466687,7级山贼,7,34,46,"大批资源,有宝箱,",572,1616,14849;1064,3,骑兵,云捷:铁骑兵x937 | 秋与岑:铁骑兵x872 | 张容:铁骑兵x908,33,42
2467279,2级山贼,2,34,47,"许多资源,",92,227,1039,1,步兵,余自畴:民兵x318,33,42
2467021,4级山贼,4,34,54,"很多资源,",161,447,,2,步兵,万年:民兵x1138 | 常邦:近卫兵x358,33,54
2467330,8级山贼,8,34,55,"大批资源,",1052,2380,1069;1069,4,战车;骑兵,庄苍:轻骑兵x1201 | 纪熏:轻骑兵x1269 | 丰琛赫:重弩车x336 | 广曼:投石车x910,33,54
2465269,8级山贼,8,35,0,"大批资源,有装备,",951,2260,1069;16779777,4,战车;骑兵,马玥凝:重弩车x376 | 司马璐墨:轻骑兵x1192 | 屈旎:轻骑兵x1187 | 宗政拓苑:轻骑兵x1233,33,0
2467643,4级山贼,4,35,1,"很多资源,有宝箱,",161,495,13569,2,步兵,籍香潍:近卫兵x348 | 麻漫:近卫兵x360,33,0
2466523,10级山贼,10,35,2,"大批资源,有宝箱,一些宝物,",1914,4687,1084,5,弓弩;战车;骑兵,郏韦赡:弩骑兵x2150 | 支菲:重弩车x787 | 水煦於:重弩车x672 | 卢简:弩骑兵x1873 | 戈佑丰:骁骑兵x1864,33,0
2467182,7级山贼,7,35,3,"大批资源,有宝箱,",607,1619,1064,3,弓弩;步兵;骑兵,殳奇:强弩兵x1412 | 淳于珠:轻步兵x1240 | 岑赋芸:铁骑兵x934,33,0
2467577,2级山贼,2,35,6,"许多资源,",99,258,,1,步兵,印同:民兵x327,33,6
2463387,4级山贼,4,35,7,"很多资源,",166,430,,2,步兵,施羽:重步兵x476 | 缪映:民兵x1135,33,6
2466567,5级山贼,5,35,13,"大量资源,一些宝物,",286,784,4097,2,弓弩;骑兵,山丹:强弩兵x737 | 花翊:铁骑兵x371,33,12
2469552,3级山贼,3,35,19,"许多资源,",153,317,,1,步兵,冀骏蔼:民兵x782,33,18
2464574,9级山贼,9,35,20,"大批资源,有宝箱,",1471,3871,,4,战车;骑兵,殴旷:骁骑兵x960 | 谢空:轻骑兵x1488 | 应听:投石车x1313 | 台拔:投石车x1230,33,18
2467333,8级山贼,8,35,21,"大批资源,",1059,2692,,4,战车;骑兵,瞿从:骁骑兵x712 | 郦尔:投石车x1077 | 通量昕:投石车x1082 | 庄菱:轻骑兵x1257,33,18
2465761,4级山贼,4,35,30,"很多资源,",179,440,,2,步兵,惠宇:民兵x1138 | 漆雕原郎:近卫兵x385,33,30
2466830,3级山贼,3,35,36,"许多资源,有装备,",146,319,1044;16787457,1,步兵,巩专:民兵x819,33,36
2463640,9级山贼,9,35,38,"大批资源,一些宝物,",1584,4400,29441,4,骑兵,鱼硕:轻骑兵x1578 | 艾路:轻骑兵x1646 | 印绍:骁骑兵x904 | 山茜:轻骑兵x1784,33,36
2466870,4级山贼,4,35,42,"很多资源,",169,476,,2,步兵,卜权:重步兵x534 | 冷晋怜:近卫兵x394,33,42
2469306,6级山贼,6,35,55,"大量资源,",344,919,,3,弓弩;骑兵,吉怀:强弩兵x1038 | 仇桂:铁骑兵x596 | 相里江:强弩兵x1219,33,54
2463055,8级山贼,8,36,0,"大批资源,",1070,2309,,4,战车;骑兵,弘杉:轻骑兵x1298 | 向嗣:重弩车x333 | 匡良:骁骑兵x788 | 漆雕甲慈:重弩车x331,36,0
2464815,4级山贼,4,36,1,"很多资源,有宝箱,",172,485,13569,2,步兵,柴祖柳:重步兵x519 | 龚乐:重步兵x496,36,0
2465995,4级山贼,4,36,2,"很多资源,",150,481,,2,步兵,阚芸绪:重步兵x543 | 卢程:重步兵x505,36,0
2469009,7级山贼,7,36,3,"大批资源,有宝箱,",557,1520,,3,弓弩;骑兵,郦和:弓兵x590 | 乜葱:铁骑兵x868 | 湛如闻:铁骑兵x783,36,0
2466186,4级山贼,4,36,4,"很多资源,",179,407,,2,步兵,裴禧:近卫兵x347 | 车正从义:近卫兵x359,36,0
2465298,2级山贼,2,36,5,"许多资源,",92,216,,1,步兵,瞿悌千:民兵x286,36,0
2463682,7级山贼,7,36,7,"大批资源,",689,1644,1064,3,弓弩;步兵;骑兵,晁莹:铁骑兵x765 | 松绍恒:轻步兵x1183 | 聂喷:弓兵x527,36,6
2465569,4级山贼,4,36,9,"很多资源,",173,425,,2,步兵,仲长鹤熙:近卫兵x355 | 南门雅:近卫兵x383,36,6
2467517,5级山贼,5,36,11,"很多资源,",283,640,,2,弓弩;步兵,阙煦栩:强弩兵x858 | 麻人福:轻步兵x498,36,6
2464797,4级山贼,4,36,18,"很多资源,",154,470,,2,步兵,阚薇:重步兵x480 | 史鲲:民兵x1137,36,18
2465579,9级山贼,9,36,20,"大批资源,有宝箱,一些宝物,",1454,3606,1793;1074,4,战车;骑兵,郎烁南:轻骑兵x1668 | 苍朗桂:骁骑兵x952 | 秋千宛:投石车x1242 | 隗海天:骁骑兵x1091,36,18
2468531,7级山贼,7,36,21,"大批资源,有宝箱,一些宝物,",528,1619,13570;3073,3,弓弩;骑兵,越菡:弓兵x513 | 荀楠豇:铁骑兵x918 | 祖丹:强弩兵x1797,36,18
2467174,2级山贼,2,36,25,"许多资源,",88,213,1039,1,步兵,扈卿柏:民兵x320,36,24
2468495,4级山贼,4,36,27,"很多资源,",174,414,,2,步兵,别觉悌:重步兵x518 | 景芷燕:近卫兵x373,36,24
2464042,7级山贼,7,36,29,"大批资源,有宝箱,",551,1541,14849,3,弓弩;步兵,叶夏:轻步兵x1217 | 吉彤:强弩兵x1624 | 封初洁:轻步兵x1287,36,24
2463427,2级山贼,2,36,36,"许多资源,",98,218,,1,步兵,申奕怡:民兵x278,36,36
2466204,5级山贼,5,36,40,"很多资源,",252,753,1054,2,步兵;骑兵,廉游瑶:铁骑兵x333 | 逄苑:轻步兵x508,36,36
