target_id,x,y,desc,resource1,resource2,loot_ids,major_codes,majors,units,query_x,query_y
2468277,38,38,"大批资源,",502,1470,1064;1064,4;0;1,战车;步兵;弓弩,"鲍韦全:战车(raw=4,sub=4)x511 | 亓官与雯:步兵(raw=0,sub=6)x1667 | 越泓:弓弩(raw=1,sub=1)x1150",36,36
2471385,39,20,"大批资源,",665,1609,,0;1;2,步兵;弓弩;骑兵,"梁丘穰:步兵(raw=0,sub=6)x1708 | 冷豆:弓弩(raw=1,sub=1)x1275 | 水和萱:骑兵(raw=2,sub=10)x867",39,18
2470008,39,21,"大批资源,有宝箱,",549,1407,1064;14849,4;1;4,战车;弓弩;战车,"柴星蕴:战车(raw=4,sub=4)x540 | 申屠荷简:弓弩(raw=1,sub=1)x1266 | 蔺采:战车(raw=4,sub=4)x574",39,18
2471007,39,31,"大批资源,有宝箱,",528,1695,1064,0;0;0,步兵;步兵;步兵,"戎秋:步兵(raw=0,sub=6)x1566 | 雍春:步兵(raw=0,sub=6)x1795 | 孟军:步兵(raw=0,sub=6)x1706",36,30
2466810,39,38,"大批资源,",519,1678,,0;1;1,步兵;弓弩;弓弩,"霍艺:步兵(raw=0,sub=6)x1758 | 上官寒晋:弓弩(raw=1,sub=1)x1300 | 顾炎:弓弩(raw=1,sub=1)x1141",39,36
2468932,39,45,"大批资源,",509,1553,,0;1;1,步兵;弓弩;弓弩,"申屠皓卿:步兵(raw=0,sub=6)x1541 | 邓泉浚:弓弩(raw=1,sub=1)x1147 | 丰泽楚:弓弩(raw=1,sub=1)x1295",39,42
2468501,39,53,"大批资源,有宝箱,",669,1523,1064;1064,2;4;4,骑兵;战车;战车,"淳于振:骑兵(raw=2,sub=10)x867 | 窦羽皓:战车(raw=4,sub=4)x579 | 家友:战车(raw=4,sub=4)x568",39,48
2471198,40,19,"大批资源,",570,1633,1064,0;4;4,步兵;战车;战车,"崔莹春:步兵(raw=0,sub=6)x1598 | 乌怜姝:战车(raw=4,sub=4)x518 | 皇甫霁齐:战车(raw=4,sub=10)x775",39,18
2470952,40,44,"大批资源,有宝箱,",579,1669,,4;0;2,战车;步兵;骑兵,"怀杉:战车(raw=4,sub=4)x543 | 赖贞:步兵(raw=0,sub=6)x1696 | 施竹:骑兵(raw=2,sub=10)x901",39,42
2470581,40,45,"大批资源,有宝箱,",612,1503,,2;4;0,骑兵;战车;步兵,"须亦:骑兵(raw=2,sub=10)x858 | 范厚:战车(raw=4,sub=6)x1557 | 谢瑜:步兵(raw=0,sub=6)x1400",39,42
2471725,40,53,"大批资源,",612,1548,,0;2;2,步兵;骑兵;骑兵,"叶郁蓄:步兵(raw=0,sub=6)x1767 | 蔚芸红:骑兵(raw=2,sub=10)x826 | 暴从:骑兵(raw=2,sub=10)x864",39,48
2472735,40,54,"大批资源,有宝箱,",647,1642,1058;14849,2;1;4,骑兵;弓弩;战车,"孟好:骑兵(raw=2,sub=10)x925 | 屠津闻:弓弩(raw=1,sub=1)x1268 | 柯曦艺:战车(raw=4,sub=6)x1485",39,54
2467145,42,25,"大批资源,",669,1694,1064,1;4;1,弓弩;战车;弓弩,"陶合:弓弩(raw=1,sub=1)x1211 | 乐秋美:战车(raw=4,sub=4)x577 | 太叔映:弓弩(raw=1,sub=1)x1130",42,24
2467083,42,31,"大批资源,有宝箱,",530,1607,,4;2;2,战车;骑兵;骑兵,"屠旎:战车(raw=4,sub=10)x924 | 南门钋茂:骑兵(raw=2,sub=10)x804 | 姜宝教:骑兵(raw=2,sub=10)x760",42,30
2469772,42,50,"大批资源,有宝箱,",644,1691,14849,4;2;0,战车;骑兵;步兵,"轩辕路夜:战车(raw=4,sub=4)x573 | 幸荫绪:骑兵(raw=2,sub=10)x904 | 亓官钋方:步兵(raw=0,sub=6)x1632",42,48
2469100,42,51,"大批资源,有宝箱,",698,1559,,4;1;2,战车;弓弩;骑兵,"南宫淑玮:战车(raw=4,sub=6)x1517 | 厉绍曼:弓弩(raw=1,sub=1)x1112 | 慎初:骑兵(raw=2,sub=10)x928",42,48
2471685,43,11,"大批资源,",514,1414,,2;4;0,骑兵;战车;步兵,"养婉玮:骑兵(raw=2,sub=10)x763 | 家航明:战车(raw=4,sub=1)x1225 | 华玟:步兵(raw=0,sub=6)x1545",42,6
2472725,43,26,"大批资源,有宝箱,",514,1594,,2;1;1,骑兵;弓弩;弓弩,"宣格禹:骑兵(raw=2,sub=10)x844 | 陶锖:弓弩(raw=1,sub=1)x1178 | 蒙枫:弓弩(raw=1,sub=1)x1298",42,24
2467884,43,51,"大批资源,有宝箱,",501,1457,1064;13569,4;1;2,战车;弓弩;骑兵,"庄晗游:战车(raw=4,sub=4)x502 | 宇文智:弓弩(raw=1,sub=1)x1194 | 劳骄:骑兵(raw=2,sub=10)x881",42,48
2469121,43,53,"大批资源,有宝箱,",639,1497,1064,0;1;4,步兵;弓弩;战车,"闻人捷绍:步兵(raw=0,sub=6)x1470 | 丁荫:弓弩(raw=1,sub=1)x1152 | 柯邦笛:战车(raw=4,sub=10)x817",42,48
2471088,44,49,"大批资源,有宝箱,",648,1600,14849,0;2;4,步兵;骑兵;战车,"庚幼:步兵(raw=0,sub=6)x1736 | 双和:骑兵(raw=2,sub=10)x921 | 田栩楚:战车(raw=4,sub=6)x1666",42,48
2469331,45,19,"大批资源,有宝箱,",503,1643,,4;2;0,战车;骑兵;步兵,"葛亘骄:战车(raw=4,sub=4)x522 | 仇开石:骑兵(raw=2,sub=10)x791 | 吉红:步兵(raw=0,sub=6)x1799",45,18
2468371,45,40,"大批资源,有宝箱,",618,1457,14849,2;4;4,骑兵;战车;战车,"籍双:骑兵(raw=2,sub=10)x900 | 骆发:战车(raw=4,sub=6)x1603 | 胥年叡:战车(raw=4,sub=4)x528",45,36
2471880,45,45,"大批资源,有宝箱,",568,1659,1064,0;2;1,步兵;骑兵;弓弩,"宇文江:步兵(raw=0,sub=6)x1668 | 闵之菲:骑兵(raw=2,sub=10)x856 | 魏自:弓弩(raw=1,sub=1)x1134",45,42
2469393,45,49,"大批资源,有宝箱,",663,1477,14849;13570,4;2;2,战车;骑兵;骑兵,"敖谷炫:战车(raw=4,sub=1)x1177 | 申屠峯:骑兵(raw=2,sub=10)x776 | 微生柔:骑兵(raw=2,sub=10)x844",45,48
2470493,46,9,"大批资源,有宝箱,",528,1458,1064,0;2;4,步兵;骑兵;战车,"纪婕:步兵(raw=0,sub=6)x1767 | 司寇苑:骑兵(raw=2,sub=10)x821 | 却业醉:战车(raw=4,sub=6)x1682",45,6
2467375,46,29,"大批资源,有装备,",560,1656,1064;16785409,2;4;0,骑兵;战车;步兵,"殴甫:骑兵(raw=2,sub=10)x764 | 谷基:战车(raw=4,sub=10)x795 | 古采:步兵(raw=0,sub=6)x1403",45,24
2468699,46,35,"大批资源,有宝箱,",700,1601,1064,4;4;2,战车;战车;骑兵,"张烁畅:战车(raw=4,sub=10)x865 | 俞熏:战车(raw=4,sub=4)x593 | 昝晶:骑兵(raw=2,sub=10)x777",45,30
2473065,46,37,"大批资源,有宝箱,",696,1419,13569,0;0;2,步兵;步兵;骑兵,"郑合:步兵(raw=0,sub=6)x1796 | 鞠小颖:步兵(raw=0,sub=6)x1565 | 巫合:骑兵(raw=2,sub=10)x860",45,36
2469364,46,47,"大批资源,有宝箱,",569,1605,,1;4;4,弓弩;战车;战车,"姚皓馨:弓弩(raw=1,sub=1)x1169 | 裴清:战车(raw=4,sub=6)x1406 | 蒲韦:战车(raw=4,sub=4)x578",45,42
2466736,46,52,"大批资源,有宝箱,",646,1422,1064,4;0;0,战车;步兵;步兵,"葛识妙:战车(raw=4,sub=6)x1622 | 毕彦:步兵(raw=0,sub=6)x1441 | 詹悌:步兵(raw=0,sub=6)x1518",45,48
2470107,47,0,"大批资源,",602,1505,,4;0;4,战车;步兵;战车,"殷单丝:战车(raw=4,sub=4)x561 | 蒙祥晋:步兵(raw=0,sub=6)x1414 | 闻人源:战车(raw=4,sub=1)x1186",45,0
2471080,47,33,"大批资源,有宝箱,",621,1644,1064;1064,1;0;4,弓弩;步兵;战车,"朱自霜:弓弩(raw=1,sub=1)x1138 | 冷惠君:步兵(raw=0,sub=6)x1636 | 饶洁:战车(raw=4,sub=1)x1235",45,30
2472530,48,6,"大批资源,有宝箱,",691,1535,13570;1064,4;2;1,战车;骑兵;弓弩,"杭皓唱:战车(raw=4,sub=4)x519 | 周年:骑兵(raw=2,sub=10)x808 | 东方翊:弓弩(raw=1,sub=1)x1231",48,6
2467984,48,36,"大批资源,有宝箱,",627,1548,,0;1;1,步兵;弓弩;弓弩,"贝云:步兵(raw=0,sub=6)x1464 | 家吟昶:弓弩(raw=1,sub=1)x1246 | 索智:弓弩(raw=1,sub=1)x1116",48,36
2466945,48,38,"大批资源,有宝箱,",559,1526,,1;4;0,弓弩;战车;步兵,"劳荡:弓弩(raw=1,sub=1)x1143 | 蒙雅若:战车(raw=4,sub=4)x546 | 祁瑜:步兵(raw=0,sub=6)x1497",48,36
2469037,48,51,"大批资源,有宝箱,",691,1458,,2;4;1,骑兵;战车;弓弩,"殳访:骑兵(raw=2,sub=10)x865 | 段颀:战车(raw=4,sub=4)x596 | 晏访妙:弓弩(raw=1,sub=1)x1234",48,48
2472800,49,0,"大批资源,",597,1585,,2;0;4,骑兵;步兵;战车,"虞萌:骑兵(raw=2,sub=10)x922 | 刁亦叡:步兵(raw=0,sub=6)x1538 | 黄锦槐:战车(raw=4,sub=6)x1729",48,0
2469270,49,2,"大批资源,",529,1503,,2;4;4,骑兵;战车;战车,"钱礼:骑兵(raw=2,sub=10)x792 | 屠艺娇:战车(raw=4,sub=4)x530 | 蒋懿祖:战车(raw=4,sub=10)x874",48,0
2472174,49,28,"大批资源,",659,1593,1064;1057,2;2;4,骑兵;骑兵;战车,"暴鑫听:骑兵(raw=2,sub=10)x907 | 索云全:骑兵(raw=2,sub=10)x808 | 红湛路:战车(raw=4,sub=4)x551",48,24
2471262,49,32,"大批资源,有宝箱,有装备,",551,1674,,0;1;2,步兵;弓弩;骑兵,"王怡:步兵(raw=0,sub=6)x1781 | 向朝:弓弩(raw=1,sub=1)x1262 | 危虹默:骑兵(raw=2,sub=10)x892",48,30
2467023,49,34,"大批资源,有宝箱,",681,1468,14849;1064,0;2;1,步兵;骑兵;弓弩,"束玥:步兵(raw=0,sub=6)x1679 | 宣专资:骑兵(raw=2,sub=10)x924 | 杭岚:弓弩(raw=1,sub=1)x1170",48,30
2467519,49,39,"大批资源,",560,1481,1064,1;4;4,弓弩;战车;战车,"荆懿唱:弓弩(raw=1,sub=1)x1153 | 谢谊:战车(raw=4,sub=4)x544 | 柴今觅:战车(raw=4,sub=10)x767",48,36
2470711,50,3,"大批资源,有宝箱,",513,1572,13569,4;2;0,战车;骑兵;步兵,"终昱圆:战车(raw=4,sub=1)x1136 | 幸靖:骑兵(raw=2,sub=10)x917 | 劳慈:步兵(raw=0,sub=6)x1685",48,0
2468889,50,6,"大批资源,有宝箱,",668,1641,14849;1064,0;0;0,步兵;步兵;步兵,"阮静:步兵(raw=0,sub=6)x1657 | 宦南:步兵(raw=0,sub=6)x1479 | 韦年:步兵(raw=0,sub=6)x1626",48,6
2469184,50,18,"大批资源,",600,1453,1064,4;0;2,战车;步兵;骑兵,"双本夫:战车(raw=4,sub=1)x1217 | 邢德章:步兵(raw=0,sub=6)x1657 | 司徒蔼鹂:骑兵(raw=2,sub=10)x767",48,18
2467209,50,28,"大批资源,有宝箱,一些宝物,",652,1413,14849;14849,0;4;0,步兵;战车;步兵,"司马双悦:步兵(raw=0,sub=6)x1505 | 幸朝:战车(raw=4,sub=1)x1162 | 郦倪:步兵(raw=0,sub=6)x1495",48,24
2470632,50,42,"大批资源,",627,1672,,0;4;4,步兵;战车;战车,"高千:步兵(raw=0,sub=6)x1478 | 贝辉辑:战车(raw=4,sub=4)x592 | 闵海:战车(raw=4,sub=4)x534",48,42
2471731,50,45,"大批资源,有宝箱,一些宝物,",572,1480,13570,4;0;4,战车;步兵;战车,"司徒振彤:战车(raw=4,sub=10)x883 | 习惜燕:步兵(raw=0,sub=6)x1745 | 焦嗣:战车(raw=4,sub=1)x1182",48,42
2472347,50,48,"大批资源,有宝箱,",538,1559,1064,2;0;0,骑兵;步兵;步兵,"谷瑜:骑兵(raw=2,sub=10)x872 | 萧鑫吟:步兵(raw=0,sub=6)x1499 | 温树纳:步兵(raw=0,sub=6)x1516",48,48
2469763,51,1,"大批资源,有宝箱,",671,1464,1064;13569,4;0;2,战车;步兵;骑兵,"鲍拔:战车(raw=4,sub=10)x910 | 闵豪:步兵(raw=0,sub=6)x1400 | 隗权颜:骑兵(raw=2,sub=10)x907",51,0
2472375,51,49,"大批资源,",696,1664,,2;0;4,骑兵;步兵;战车,"席阳岑:骑兵(raw=2,sub=10)x929 | 卜勤:步兵(raw=0,sub=6)x1455 | 茅从:战车(raw=4,sub=1)x1278",51,48
2466905,51,50,"大批资源,有宝箱,",692,1489,,0;0;4,步兵;步兵;战车,"熊儿:步兵(raw=0,sub=6)x1487 | 东岚含:步兵(raw=0,sub=6)x1541 | 巢慈墨:战车(raw=4,sub=4)x572",51,48
2468770,52,3,"大批资源,有宝箱,",569,1422,1064;13569,0;4;0,步兵;战车;步兵,"牧斯:步兵(raw=0,sub=6)x1438 | 宫萍:战车(raw=4,sub=4)x531 | 童悦冬:步兵(raw=0,sub=6)x1624",51,0
2470617,52,9,"大批资源,",685,1602,1064,0;2;4,步兵;骑兵;战车,"景逸魁:步兵(raw=0,sub=6)x1435 | 岑芮:骑兵(raw=2,sub=10)x901 | 季勃:战车(raw=4,sub=4)x577",51,6
2467420,52,10,"大批资源,",638,1557,,2;2;0,骑兵;骑兵;步兵,"艾慈:骑兵(raw=2,sub=10)x798 | 牛羽:骑兵(raw=2,sub=10)x888 | 邬涤虞:步兵(raw=0,sub=6)x1522",51,6
2473118,52,43,"大批资源,有宝箱,",538,1400,,4;1;1,战车;弓弩;弓弩,"程冰:战车(raw=4,sub=10)x880 | 侯如若:弓弩(raw=1,sub=1)x1144 | 欧阳从:弓弩(raw=1,sub=1)x1226",51,42
2473115,53,50,"大批资源,有宝箱,",644,1476,14849,4;1;4,战车;弓弩;战车,"西门奕:战车(raw=4,sub=4)x550 | 毋淼:弓弩(raw=1,sub=1)x1112 | 安邪:战车(raw=4,sub=6)x1644",51,48
2472506,53,54,"大批资源,有宝箱,",697,1591,13570;13569,1;1;2,弓弩;弓弩;骑兵,"查峥煜:弓弩(raw=1,sub=1)x1194 | 酆鹍策:弓弩(raw=1,sub=1)x1123 | 冀壤璞:骑兵(raw=2,sub=10)x841",51,54
2468079,54,9,"大批资源,有宝箱,",641,1684,1064,4;1;0,战车;弓弩;步兵,"滑喷:战车(raw=4,sub=6)x1489 | 殷娇:弓弩(raw=1,sub=1)x1287 | 柯游:步兵(raw=0,sub=6)x1725",54,6
2468276,54,34,"大批资源,有宝箱,有装备,",665,1430,,0;1;0,步兵;弓弩;步兵,"晏沁桂:步兵(raw=0,sub=6)x1445 | 曾夏:弓弩(raw=1,sub=1)x1100 | 邵娇双:步兵(raw=0,sub=6)x1467",54,30
2471703,55,4,"大批资源,有宝箱,",510,1424,,2;2;2,骑兵;骑兵;骑兵,"车正城:骑兵(raw=2,sub=10)x875 | 凤悦彤:骑兵(raw=2,sub=10)x798 | 濮阳致:骑兵(raw=2,sub=10)x766",54,0
2471090,55,12,"大批资源,有宝箱,",517,1559,1062;1064,1;0;4,弓弩;步兵;战车,"齐敏晗:弓弩(raw=1,sub=1)x1229 | 公良庸承:步兵(raw=0,sub=6)x1745 | 车正常:战车(raw=4,sub=6)x1488",54,12
2472792,55,17,"大批资源,",534,1617,,4;0;0,战车;步兵;步兵,"宇文冉颜:战车(raw=4,sub=4)x527 | 索莫佑:步兵(raw=0,sub=6)x1407 | 幸福:步兵(raw=0,sub=6)x1756",54,12
2468003,55,24,"大批资源,",692,1448,1064;1064,4;2;2,战车;骑兵;骑兵,"那裕:战车(raw=4,sub=4)x570 | 金宾:骑兵(raw=2,sub=10)x769 | 何擎:骑兵(raw=2,sub=10)x888",54,24
2470884,56,7,"大批资源,有宝箱,",640,1515,1064,1;4;2,弓弩;战车;骑兵,"巫实:弓弩(raw=1,sub=1)x1237 | 钟离嫒以:战车(raw=4,sub=4)x583 | 荣源莫:骑兵(raw=2,sub=10)x861",54,6
2467530,56,23,"大批资源,",652,1582,,4;1;0,战车;弓弩;步兵,"养笛:战车(raw=4,sub=4)x513 | 广香:弓弩(raw=1,sub=1)x1238 | 柯紫:步兵(raw=0,sub=6)x1709",54,18
2467889,56,30,"大批资源,有宝箱,有装备,",589,1626,,4;0;0,战车;步兵;步兵,"昝珺程:战车(raw=4,sub=4)x586 | 尹绍:步兵(raw=0,sub=6)x1652 | 时彤:步兵(raw=0,sub=6)x1579",54,30
2466652,57,21,"大批资源,一些宝物,",640,1579,3073,2;0;2,骑兵;步兵;骑兵,"邵南耀:骑兵(raw=2,sub=10)x883 | 西门菲:步兵(raw=0,sub=6)x1557 | 裴宛:骑兵(raw=2,sub=10)x904",57,18
2467016,57,55,"大批资源,有宝箱,一些宝物,",537,1456,,1;0;2,弓弩;步兵;骑兵,"别名:弓弩(raw=1,sub=1)x1176 | 唐意:步兵(raw=0,sub=6)x1515 | 徐美惠:骑兵(raw=2,sub=10)x876",57,54
2472406,58,0,"大批资源,有宝箱,有装备,",665,1532,,0;1;1,步兵;弓弩;弓弩,"戚代悦:步兵(raw=0,sub=6)x1493 | 江皓闰:弓弩(raw=1,sub=1)x1123 | 崔语鸿:弓弩(raw=1,sub=1)x1100",57,0
2468605,58,2,"大批资源,有宝箱,",629,1413,1064,4;1;2,战车;弓弩;骑兵,"亓官宛:战车(raw=4,sub=4)x538 | 仲长亘:弓弩(raw=1,sub=1)x1283 | 应群荣:骑兵(raw=2,sub=10)x781",57,0
2472104,58,9,"大批资源,",561,1618,,0;4;1,步兵;战车;弓弩,"喻娇:步兵(raw=0,sub=6)x1739 | 尚范薄:战车(raw=4,sub=1)x1165 | 程化心:弓弩(raw=1,sub=1)x1262",57,6
2473104,58,11,"大批资源,有宝箱,一些宝物,",553,1449,13569,0;1;2,步兵;弓弩;骑兵,"邴擎:步兵(raw=0,sub=6)x1400 | 程韵:弓弩(raw=1,sub=1)x1101 | 余倪:骑兵(raw=2,sub=10)x824",57,6
2471900,58,22,"大批资源,",536,1545,,0;4;0,步兵;战车;步兵,"易泰郁:步兵(raw=0,sub=6)x1595 | 雷鸥临:战车(raw=4,sub=4)x573 | 步双:步兵(raw=0,sub=6)x1647",57,18
2472877,58,47,"大批资源,有宝箱,",530,1635,14849,0;0;4,步兵;步兵;战车,"裴常溪:步兵(raw=0,sub=6)x1722 | 韶季:步兵(raw=0,sub=6)x1409 | 倪冠毅:战车(raw=4,sub=6)x1574",57,42
2470260,59,1,"大批资源,一些宝物,",594,1450,3073;1064,0;2;4,步兵;骑兵;战车,"惠家:步兵(raw=0,sub=6)x1591 | 却兴:骑兵(raw=2,sub=10)x830 | 狄灵山:战车(raw=4,sub=4)x554",57,0
2470807,59,3,"大批资源,有宝箱,",561,1477,1064;13570,0;2;1,步兵;骑兵;弓弩,"奚嗣:步兵(raw=0,sub=6)x1550 | 孟娴:骑兵(raw=2,sub=10)x826 | 沙捷虹:弓弩(raw=1,sub=1)x1117",57,0
2470061,59,54,"大批资源,有宝箱,",563,1696,14849,0;4;4,步兵;战车;战车,"郗玉:步兵(raw=0,sub=6)x1642 | 廖翊:战车(raw=4,sub=4)x514 | 桑勤:战车(raw=4,sub=6)x1663",57,54
2470501,60,9,"大批资源,",648,1617,,0;1;4,步兵;弓弩;战车,"松钋虹:步兵(raw=0,sub=6)x1770 | 昝方:弓弩(raw=1,sub=1)x1194 | 聂骄:战车(raw=4,sub=6)x1742",60,6
2472098,60,12,"大批资源,",655,1488,,1;4;4,弓弩;战车;战车,"熊楠蝶:弓弩(raw=1,sub=1)x1180 | 封蔚:战车(raw=4,sub=10)x770 | 向周:战车(raw=4,sub=6)x1473",60,12
2469781,60,41,"大批资源,有宝箱,",603,1610,13570,2;1;0,骑兵;弓弩;步兵,"钭闻:骑兵(raw=2,sub=10)x856 | 席权冰:弓弩(raw=1,sub=1)x1293 | 宇文斌楚:步兵(raw=0,sub=6)x1710",60,36
2470401,61,9,"大批资源,",686,1578,,2;4;2,骑兵;战车;骑兵,"单于柳:骑兵(raw=2,sub=10)x931 | 羿尧全:战车(raw=4,sub=4)x577 | 龙悌:骑兵(raw=2,sub=10)x886",60,6
2469788,61,10,"大批资源,有宝箱,",656,1634,13569,4;4;1,战车;战车;弓弩,"凌墨昶:战车(raw=4,sub=4)x533 | 濮阳雁:战车(raw=4,sub=4)x545 | 赫连源:弓弩(raw=1,sub=1)x1156",60,6
2473074,61,23,"大批资源,有宝箱,",591,1519,14849,1;2;2,弓弩;骑兵;骑兵,"凌茜:弓弩(raw=1,sub=1)x1259 | 通展:骑兵(raw=2,sub=10)x867 | 胡母启玉:骑兵(raw=2,sub=10)x833",60,18
2470542,61,49,"大批资源,有宝箱,",564,1518,13569,2;2;4,骑兵;骑兵;战车,"吉嫒:骑兵(raw=2,sub=10)x773 | 能叡:骑兵(raw=2,sub=10)x827 | 苍儿:战车(raw=4,sub=4)x523",60,48
2470368,62,7,"大批资源,",519,1458,1064,2;0;0,骑兵;步兵;步兵,"许书:骑兵(raw=2,sub=10)x919 | 屠青河:步兵(raw=0,sub=6)x1781 | 诸茗:步兵(raw=0,sub=6)x1646",60,6
2470782,64,5,"大批资源,有宝箱,",576,1528,,2;0;2,骑兵;步兵;骑兵,"危艾:骑兵(raw=2,sub=10)x808 | 司赐迎:步兵(raw=0,sub=6)x1407 | 贡实:骑兵(raw=2,sub=10)x764",63,0
2471701,64,34,"大批资源,有宝箱,",652,1589,,2;1;1,骑兵;弓弩;弓弩,"郜烁舟:骑兵(raw=2,sub=10)x940 | 乐力贤:弓弩(raw=1,sub=1)x1104 | 乐昂琛:弓弩(raw=1,sub=1)x1131",66,30
2467379,65,1,"大批资源,有宝箱,",562,1614,13569,0;0;4,步兵;步兵;战车,"皮星:步兵(raw=0,sub=6)x1529 | 别墨南:步兵(raw=0,sub=6)x1574 | 邹彩:战车(raw=4,sub=4)x597",63,0
2467865,65,24,"大批资源,",622,1480,,2;4;4,骑兵;战车;战车,"车豇潍:骑兵(raw=2,sub=10)x917 | 南宫采:战车(raw=4,sub=6)x1676 | 单若:战车(raw=4,sub=4)x591",63,24
2469178,65,47,"大批资源,一些宝物,",585,1663,,0;2;2,步兵;骑兵;骑兵,"米芹:步兵(raw=0,sub=6)x1505 | 薄均尔:骑兵(raw=2,sub=10)x900 | 卜丹君:骑兵(raw=2,sub=10)x787",63,42
2471862,65,55,"大批资源,",675,1647,1064,4;4;2,战车;战车;骑兵,"逄秋:战车(raw=4,sub=1)x1251 | 贡适筠:战车(raw=4,sub=4)x548 | 秋鑫水:骑兵(raw=2,sub=10)x813",63,54
2466585,66,46,"大批资源,有宝箱,",587,1521,,4;0;4,战车;步兵;战车,"鲁煜琦:战车(raw=4,sub=4)x506 | 盛谊:步兵(raw=0,sub=6)x1634 | 顾菲:战车(raw=4,sub=4)x520",66,42
2469097,67,17,"大批资源,有宝箱,",593,1613,1054,0;2;4,步兵;骑兵;战车,"终家:步兵(raw=0,sub=6)x1618 | 容顺可:骑兵(raw=2,sub=10)x920 | 戚石:战车(raw=4,sub=1)x1121",66,12
2467113,67,41,"大批资源,有宝箱,",667,1658,,4;2;4,战车;骑兵;战车,"秋奇:战车(raw=4,sub=4)x585 | 伍韫:骑兵(raw=2,sub=10)x930 | 宫卓:战车(raw=4,sub=6)x1747",66,36
2468032,67,47,"大批资源,有宝箱,",684,1630,13570;1062,0;4;4,步兵;战车;战车,"慕容福:步兵(raw=0,sub=6)x1744 | 杜中:战车(raw=4,sub=4)x551 | 郎单茗:战车(raw=4,sub=10)x763",66,42
2470034,67,48,"大批资源,有装备,",651,1623,,2;1;0,骑兵;弓弩;步兵,"禄苑妙:骑兵(raw=2,sub=10)x782 | 宗政举曲:弓弩(raw=1,sub=1)x1142 | 喻格:步兵(raw=0,sub=6)x1771",66,48
2466482,68,29,"大批资源,",515,1642,,4;4;0,战车;战车;步兵,"管俊慨:战车(raw=4,sub=4)x525 | 毛燕:战车(raw=4,sub=6)x1674 | 虞柏:步兵(raw=0,sub=6)x1716",66,24
2468155,68,37,"大批资源,有装备,",575,1617,16785409,1;0;4,弓弩;步兵;战车,"计正谨:弓弩(raw=1,sub=1)x1192 | 沈禧:步兵(raw=0,sub=6)x1432 | 蓝真:战车(raw=4,sub=6)x1454",66,36
2469962,69,11,"大批资源,",579,1602,1064,1;2;0,弓弩;骑兵;步兵,"师依瑜:弓弩(raw=1,sub=1)x1235 | 杭朗冠:骑兵(raw=2,sub=10)x838 | 谭丰青:步兵(raw=0,sub=6)x1732",69,6
2468676,69,13,"大批资源,有宝箱,",646,1403,1064,1;4;4,弓弩;战车;战车,"花巍:弓弩(raw=1,sub=1)x1300 | 仰项路:战车(raw=4,sub=1)x1193 | 逄蓉涉:战车(raw=4,sub=4)x576",69,12
2468301,69,19,"大批资源,有宝箱,",656,1694,1064;13569,4;0;2,战车;步兵;骑兵,"敖夏:战车(raw=4,sub=4)x523 | 晏燕:步兵(raw=0,sub=6)x1529 | 云忆:骑兵(raw=2,sub=10)x936",69,18
2473029,69,24,"大批资源,",618,1562,,4;0;2,战车;步兵;骑兵,"宇文沛:战车(raw=4,sub=4)x539 | 戚翠桃:步兵(raw=0,sub=6)x1607 | 项丝:骑兵(raw=2,sub=10)x802",69,24
2470978,69,32,"大批资源,有宝箱,一些宝物,",667,1699,1064;1064,2;4;0,骑兵;战车;步兵,"车士:骑兵(raw=2,sub=10)x824 | 红骥:战车(raw=4,sub=6)x1605 | 童玟:步兵(raw=0,sub=6)x1726",69,30
2470550,69,36,"大批资源,有宝箱,",699,1429,14849,0;1;1,步兵;弓弩;弓弩,"田昂:步兵(raw=0,sub=6)x1760 | 南门蓝:弓弩(raw=1,sub=1)x1143 | 顾怡希:弓弩(raw=1,sub=1)x1245",69,36
2469289,70,9,"大批资源,有宝箱,",605,1537,1064,4;1;4,战车;弓弩;战车,"丁淑贤:战车(raw=4,sub=4)x509 | 祖懋晶:弓弩(raw=1,sub=1)x1103 | 荀墨怿:战车(raw=4,sub=1)x1202",69,6
2469819,70,19,"大批资源,有宝箱,",544,1525,,2;1;1,骑兵;弓弩;弓弩,"仇开:骑兵(raw=2,sub=10)x788 | 湛涵:弓弩(raw=1,sub=1)x1298 | 殴奇泉:弓弩(raw=1,sub=1)x1241",69,18
2467067,70,25,"大批资源,有宝箱,",684,1665,,2;2;0,骑兵;骑兵;步兵,"池宁:骑兵(raw=2,sub=10)x784 | 万怜:骑兵(raw=2,sub=10)x789 | 郦吟拓:步兵(raw=0,sub=6)x1497",69,24
2472486,70,31,"大批资源,有宝箱,",605,1687,14849,1;4;0,弓弩;战车;步兵,"喻圣曦:弓弩(raw=1,sub=1)x1233 | 毋幻:战车(raw=4,sub=4)x516 | 黄从访:步兵(raw=0,sub=6)x1580",69,30
2472109,70,42,"大批资源,",599,1563,1064,0;0;4,步兵;步兵;战车,"闻格韦:步兵(raw=0,sub=6)x1731 | 邱菲雅:步兵(raw=0,sub=6)x1430 | 张实游:战车(raw=4,sub=4)x523",69,42
2471004,70,43,"大批资源,有宝箱,",669,1502,14849,0;0;2,步兵;步兵;骑兵,"甄於莫:步兵(raw=0,sub=6)x1636 | 萧季幻:步兵(raw=0,sub=6)x1413 | 邬驹竹:骑兵(raw=2,sub=10)x916",69,42
