item_id,name,parse_status,resource_rewards,item_rewards,resource_count,item_reward_count,sections,remaining_hex_prefix,tail_len,desc
220,晋升礼包,parsed_full,,鲁公宝典(25)*2 / 鲁公秘录(26)*1 / 招募令(27)*8 / 高级招募令(28)*2,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：鲁公宝典*2、鲁公秘录*1、招募令*8、高级招募令*2
221,神速礼包,parsed_full,,练兵符(109)*1 / 初级行军符(76)*6 / 中级行军符(77)*5 / 高级行军符(78)*4 / 特级行军符(79)*2,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：练兵符*1、初级行军符*6、中级行军符*5、高级行军符*4、特级行军符*2
222,守护礼包,parsed_full,,免战牌(21)*1 / 驱逐令(101)*2 / 九转金丹(15)*1,0,3,"[{""section_type"": 1, ""count"": 3}]",00,38,开启后可获得：免战牌*1、驱逐令*2、九转金丹*1
223,华佗礼包,parsed_full,,重置丹(19)*1 / 活血丹(12)*4 / 小还丹(13)*3 / 大还丹(14)*2 / 九转金丹(15)*1,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：洗髓丹*1、活血丹*4、小还丹*3、大还丹*2、九转金丹*1
224,初战礼包,parsed_full,,高级兵书(17)*5 / 战鼓(64)*1 / 八阵图(66)*1,0,3,"[{""section_type"": 1, ""count"": 3}]",00,38,开启后可获得：高级兵书*5、战鼓*1、八阵图*1
225,豪华强化礼包,parsed_full,,玉露大材料包(204)*1 / 仙芝大材料包(205)*1 / 玄铁大材料包(200)*1 / 冰玉大材料包(201)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：玉露大材料包*1、仙芝大材料包*1、玄铁大材料包*1、冰玉大材料包*1
226,豪华装备礼包,parsed_full,,70级兵盔箱(50)*5 / 70级兵甲箱(174)*5 / 80级兵武箱(48)*5 / 80级兵骑箱(177)*5,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：70级头盔箱*5、70级铠甲箱*5、80级武器箱*5、80级坐骑箱*5
227,激战礼包,parsed_full,,悬赏令(102)*1 / 檄文(90)*1 / 木牛流马(92)*1 / 讨伐诏书(93)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：悬赏令*1、复仇檄文*1、木牛流马*1、讨伐诏书*1
228,精品礼包,parsed_full,,战鼓(64)*1 / 八阵图(66)*1 / 火药桶(30)*2 / 小还丹(13)*6 / 大还丹(14)*5 / 免战牌(21)*1 / 旌旗(5)*2 / 徭役令(0)*2 / 财神符(105)*2 / 神农符(103)*2 / 屯田令(1)*2 / 通商令(32)*2,0,12,"[{""section_type"": 1, ""count"": 12}]",00,74,开启后可获得:战鼓*1、八阵图*1、火药桶*2、小还丹*6、大还丹*5、免战牌*1、旌旗*2、徭役令*2、财神符*2、神农符*2、屯田令*2、通商令*2
229,极品礼包,parsed_full,,徭役令(0)*2 / 青铜钥匙(59)*2 / 精铁钥匙(68)*2 / 旌旗(5)*2 / 传音符(9)*2 / 活血丹(12)*2 / 小还丹(13)*2 / 大还丹(14)*2 / 初级行军符(76)*2 / 鲁公手册(22)*2 / 30级兵盔箱(49)*1 / 30级兵甲箱(173)*1 / 30级兵武箱(39)*1 / 35级兵骑箱(52)*1,0,14,"[{""section_type"": 1, ""count"": 14}]",00,82,开启后可获得：徭役令*2、青铜钥匙*2、精铁钥匙*2、旌旗*2、传音符*2、活血丹*2、小还丹*2、大还丹*2、初级行军符*2、鲁公手册*2、30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1
230,金钻礼包,parsed_full,,紧急招募令(29)*2 / 大还丹(14)*10 / 九转金丹(15)*10 / 高级战鼓(65)*1 / 高级八阵图(67)*1 / 高级迁封令(8)*2 / 檄文(90)*2 / 木牛流马(92)*2 / 讨伐诏书(93)*2 / 高级屯田令(2)*2 / 高级通商令(33)*2 / 80级高级兵武箱(188)*2 / 70级高级兵盔箱(191)*2 / 70级高级兵甲箱(194)*2 / 80级高级兵骑箱(197)*2 / 传音符大礼包(11)*1 / 青铜钥匙(59)*5 / 精铁钥匙(68)*5,0,18,"[{""section_type"": 1, ""count"": 18}]",00,98,开启后可获得：紧急招募令*2、大还丹*10、九转金丹*10、高级战鼓*1、高级八阵图*1、高级迁封令*2、复仇檄文*2、木牛流马*2、讨伐诏书*2、高级屯田令*2、高级通商令*2、80级高级武器箱*2、70级高头盔器箱*2、70级高铠甲器箱*2、80级高坐骑器箱*2、传音符大礼包*1、青铜钥匙*5、精铁钥匙*5
236,黄钻新手礼包,parsed_full,,徭役令(0)*1 / 屯田令(1)*1 / 通商令(32)*1 / 鲁公手册(22)*1 / 初级行军符(76)*1 / 活血丹(12)*1 / 兵书(16)*1 / 传音符(9)*1 / 青铜钥匙(59)*1,0,9,"[{""section_type"": 1, ""count"": 9}]",00,62,徭役令x1，屯田令x1，通商令x1，鲁工手册x1，初级行军符x1，活血丹x1，兵书x1，传音符x1，青铜钥匙x1
237,黄钻每日礼包LV1,parsed_full,粮食*80000 / 铜钱*40000,,2,0,[],0000,34,铜钱x40000，粮食x80000
238,黄钻每日礼包LV2,parsed_full,粮食*90000 / 铜钱*45000,,2,0,[],0000,34,铜钱x45000，粮食x90000
239,黄钻每日礼包LV3,parsed_full,粮食*100000 / 铜钱*50000,,2,0,[],0000,34,铜钱x50000，粮食x100000
240,黄钻每日礼包LV4,parsed_full,粮食*100000 / 铜钱*50000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x50000，粮食x100000，如意宝箱x1
241,黄钻每日礼包LV5,parsed_full,粮食*110000 / 铜钱*55000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x55000，粮食x110000，如意宝箱x1
242,如意宝箱,unsupported_resource_type_4,,,0,0,[],04030a03010233005f010000006001000000610100000062010000000001005000010100fa00200103200002010014002101008c001601038400170100c800180100500019010014001a01000f000901,285,"如意宝箱可能会开出很多意想不到的宝物哦,赶紧打开看看吧.#probability#开启的道具概率如下：\n宝箱类道具 2.00%\n材料 12.70%\n功能性道具 19.45%\n加速类道具 27.45%\n增益性道具 13.40%\n装备 6.00%\n资产类道具 19.00%"
243,黄钻每日礼包LV6,parsed_full,粮食*120000 / 铜钱*60000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x60000，粮食x120000，如意宝箱x1
244,黄钻每日礼包LV7,parsed_full,粮食*120000 / 铜钱*60000,如意宝箱(242)*1 / 冰玉材料包(181)*1,2,2,"[{""section_type"": 1, ""count"": 2}]",00,44,铜钱x60000，粮食x120000，如意宝箱x1，冰玉材料包x1
245,黄钻每日礼包LV8,parsed_full,粮食*120000 / 铜钱*60000,如意宝箱(242)*1 / 冰玉材料包(181)*1 / 仙芝材料包(185)*1,2,3,"[{""section_type"": 1, ""count"": 3}]",00,48,铜钱x60000，粮食x120000，如意宝箱x1，冰玉材料包x1，仙芝材料包x1
246,年费黄钻每日礼包,parsed_full,,徭役令(0)*1,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,徭役令x1
247,升级礼包,parsed_full,白银*50,徭役令(0)*1 / 传音符(9)*5 / 鲁公手册(22)*1 / 招募令(27)*1 / 兵书(16)*1,1,5,"[{""section_type"": 1, ""count"": 5}]",00,51,"游戏礼包里有很多好东西,赶紧打开吧!"
248,升级礼包2,parsed_with_nonzero_trailing,白银*100,徭役令(0)*1 / 传音符(9)*5 / 旌旗(5)*1 / 鲁公手册(22)*2 / 招募令(27)*2 / 青铜钥匙(59)*1 / 火药桶(30)*1 / 兵书(16)*1 / 财神符(105)*1,1,9,"[{""section_type"": 1, ""count"": 9}]",0100010001020000000a,76,"礼包里有资源、宝物、礼包3,需要君主等级达到10级后才能打开."
249,升级礼包3,parsed_with_nonzero_trailing,白银*150,传音符(9)*5 / 旌旗(5)*1 / 鲁公图册(23)*1 / 高级招募令(28)*1 / 青铜钥匙(59)*1 / 活血丹(12)*1 / 火药桶(30)*1 / 兵书(16)*1 / 神农符(103)*1,1,9,"[{""section_type"": 1, ""count"": 9}]",01000100010200000014,76,"礼包里有资源、宝物、礼包4,需要君主等级达到20级后才能打开."
250,升级礼包4,parsed_with_nonzero_trailing,白银*200,传音符(9)*5 / 旌旗(5)*1 / 鲁公图册(23)*2 / 高级招募令(28)*2 / 初级行军符(76)*1 / 青铜钥匙(59)*1 / 小还丹(13)*1 / 招贤令(20)*1 / 兵书(16)*1 / 迁封令(6)*1,1,10,"[{""section_type"": 1, ""count"": 10}]",0100010001020000001e,80,"礼包里有资源、宝物、礼包5,需要君主等级达到30级后才能打开."
251,升级礼包5,parsed_with_nonzero_trailing,白银*250,传音符(9)*5 / 鲁公古籍(24)*1 / 紧急招募令(29)*1 / 中级行军符(77)*1 / 青铜钥匙(59)*1 / 大还丹(14)*1 / 火药桶(30)*1 / 兵书(16)*1 / 八阵图(66)*1 / 福神符(107)*1 / 迁封令(6)*1,1,11,"[{""section_type"": 1, ""count"": 11}]",01000100010200000028,84,"礼包里有资源、宝物、礼包6,需要君主等级达到40级后才能打开."
252,升级礼包6,parsed_with_nonzero_trailing,白银*300,传音符(9)*5 / 鲁公古籍(24)*2 / 紧急招募令(29)*2 / 高级行军符(78)*1 / 青铜钥匙(59)*1 / 九转金丹(15)*1 / 火药桶(30)*1 / 高级兵书(17)*1 / 战鼓(64)*1 / 练兵符(109)*1,1,10,"[{""section_type"": 1, ""count"": 10}]",01000100010200000032,80,"礼包里有资源、宝物、礼包7,需要君主等级达到50级后才能打开."
253,升级礼包7,parsed_with_nonzero_trailing,,高级迁封令(8)*1,0,1,"[{""section_type"": 1, ""count"": 1}]",0100010001020000003c,39,"礼包里有一个高级迁封令,需要君主等级达到60级后才能打开."
256,黄金包,parsed_full,黄金*100,,1,0,[],0000,29,黄金x100
257,活血丹包,parsed_full,,活血丹(12)*3,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,活血丹x3
258,兵书包,parsed_full,,兵书(16)*5,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,普通兵书x5
259,传音符小包,parsed_full,,传音符(9)*2,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,传音符x2
260,鲁公手册包,parsed_full,,鲁公手册(22)*3,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,鲁公手册x3
261,通商令包,parsed_full,,通商令(32)*2,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,通商令x2
264,魔钻每日礼包LV1,parsed_full,粮食*60000 / 铜钱*30000,,2,0,[],0000,34,铜钱x30000，粮食x60000
265,魔钻每日礼包LV2,parsed_full,粮食*70000 / 铜钱*35000,,2,0,[],0000,34,铜钱x35000，粮食x70000
266,魔钻每日礼包LV3,parsed_full,粮食*80000 / 铜钱*45000,,2,0,[],0000,34,铜钱x45000，粮食x80000
267,魔钻每日礼包LV4,parsed_full,粮食*80000 / 铜钱*45000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x45000，粮食x80000
268,魔钻每日礼包LV5,parsed_full,粮食*90000 / 铜钱*50000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x50000，粮食x90000
269,魔钻每日礼包LV6,parsed_full,粮食*90000 / 铜钱*50000,如意宝箱(242)*1 / 冰玉材料包(181)*1,2,2,"[{""section_type"": 1, ""count"": 2}]",00,44,铜钱x50000，粮食x90000
270,特权礼包,parsed_full,,青铜钥匙(59)*1 / 精铁钥匙(68)*1 / 八阵图(66)*1 / 悬赏令(102)*1 / 檄文(90)*1 / 高级招募令(28)*1 / 徭役令(0)*1 / 财神符(105)*1 / 神农符(103)*1 / 屯田令(1)*1 / 通商令(32)*1,0,11,"[{""section_type"": 1, ""count"": 11}]",00,70,开启后可获得:青铜钥匙*1、精铁钥匙*1、八阵图*1、悬赏令*1、复仇檄文*1、高级招募令*1、徭役令*1、财神符*1、神农符*1、屯田令*1、通商令*1
283,任务物品礼包,unreasonable_item_count,,任务物品礼包(283)*1 / 通达券(271)*99 / 藏宝图(272)*99 / 五行石(273)*99 / 玫瑰花(274)*99 / 红枣(275)*99 / 糯米(276)*99 / 粽叶(277)*99 / 腊肉(278)*99 / 陨铁(279)*99 / 赤铜(280)*99 / 虎皮(281)*99 / 仙草(282)*99,0,13,"[{""section_type"": 1, ""count"": 13}, {""section_type"": 1, ""count"": 512}]",02004a00,81,无敌
284,副本钥匙礼包,unreasonable_item_count,,副本钥匙礼包(284)*1 / 山贼令(231)*99 / 追缉令(232)*99 / 大汉军旗(233)*99 / 护卫令(234)*99 / 剿灭令(235)*99 / 壮军鼓(254)*99 / 乌桓地图(255)*99 / 贪官罪证(262)*99 / 曹仁兵符(263)*99,0,10,"[{""section_type"": 1, ""count"": 10}, {""section_type"": 1, ""count"": 512}]",02004a00,69,无敌
287,15级卓越亮银枪,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010005271027100400000000000000000000,41,可得到1件15级的亮银枪，品质为卓越。
288,25级卓越赤金斧,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010007271027100400000000000000000000,41,可得到1件25级的赤金斧，品质为卓越。
289,40级卓越流云弓,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101000a271027100400000000000000000000,41,可得到1件40级的流云弓，品质为卓越。
290,50级卓越避水剑,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101000c271027100400000000000000000000,41,可得到1件50级的避水剑，品质为卓越。
291,60级卓越破天锤,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101000e271027100400000000000000000000,41,可得到1件60级的破天锤，品质为卓越。
292,70级卓越宝雕弓,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010010271027100400000000000000000000,41,可得到1件70级的宝雕弓，品质为卓越。
293,75级卓越霸王枪,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010011271027100400000000000000000000,41,可得到1件75级的霸王枪，品质为卓越。
294,10级卓越皮盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101001e271027100400000000000000000000,41,可得到1件10级的皮盔，品质为卓越。
295,22级卓越青铜盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101001f271027100400000000000000000000,41,可得到1件22级的青铜盔，品质为卓越。
296,34级卓越精铁盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010020271027100400000000000000000000,41,可得到1件34级的精铁盔，品质为卓越。
297,46级卓越白银盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010021271027100400000000000000000000,41,可得到1件46级的白银盔，品质为卓越。
298,58级卓越黄金盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010022271027100400000000000000000000,41,可得到1件58级的黄金盔，品质为卓越。
299,70级卓越紫金盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010023271027100400000000000000000000,41,可得到1件70级的紫金盔，品质为卓越。
300,8级卓越皮铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010028271027100400000000000000000000,41,可得到1件8级的皮铠，品质为卓越。
301,20级卓越青铜铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010029271027100400000000000000000000,41,可得到1件20级的青铜铠，品质为卓越。
302,32级卓越精铁铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002a271027100400000000000000000000,41,可得到1件32级的精铁铠，品质为卓越。
303,44级卓越白银铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002b271027100400000000000000000000,41,可得到1件44级的白银铠，品质为卓越。
304,56级卓越黄金铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002c271027100400000000000000000000,41,可得到1件56级的黄金铠，品质为卓越。
305,68级卓越紫金铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002d271027100400000000000000000000,41,可得到1件68级的紫金铠，品质为卓越。
306,15级卓越战马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010032271027100400000000000000000000,41,可得到1匹15级的战马，品质为卓越。
307,32级卓越红鬃马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010033271027100400000000000000000000,41,可得到1匹32级的战马，品质为卓越。
308,49级卓越黄骠马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010034271027100400000000000000000000,41,可得到1匹49级的黄骠马，品质为卓越。
309,66级卓越大宛马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010035271027100400000000000000000000,41,可得到1匹66级的大宛马，品质为卓越。
310,15级优秀亮银枪,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010005271000000400000000271000000000,41,可得到1件15级的亮银枪，品质为优秀。
311,25级优秀赤金斧,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010007271000000400000000271000000000,41,可得到1件25级的赤金斧，品质为优秀。
312,40级优秀流云弓,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101000a271000000400000000271000000000,41,可得到1件40级的流云弓，品质为优秀。
313,50级优秀避水剑,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101000c271000000400000000271000000000,41,可得到1件50级的避水剑，品质为优秀。
314,60级优秀破天锤,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101000e271000000400000000271000000000,41,可得到1件60级的破天锤，品质为优秀。
315,70级优秀宝雕弓,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010010271000000400000000271000000000,41,可得到1件70级的宝雕弓，品质为优秀。
316,75级优秀霸王枪,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010011271000000400000000271000000000,41,可得到1件75级的霸王枪，品质为优秀。
317,10级优秀皮盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101001e271000000400000000271000000000,41,可得到1件10级的皮盔，品质为优秀。
318,22级优秀青铜盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101001f271000000400000000271000000000,41,可得到1件22级的青铜盔，品质为优秀。
319,34级优秀精铁盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010020271000000400000000271000000000,41,可得到1件34级的精铁盔，品质为优秀。
320,46级优秀白银盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010021271000000400000000271000000000,41,可得到1件46级的白银盔，品质为优秀。
321,58级优秀黄金盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010022271000000400000000271000000000,41,可得到1件58级的黄金盔，品质为优秀。
322,70级优秀紫金盔,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010023271000000400000000271000000000,41,可得到1件70级的紫金盔，品质为优秀。
323,8级优秀皮铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010028271000000400000000271000000000,41,可得到1件8级的皮铠，品质为优秀。
324,20级优秀青铜铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010029271000000400000000271000000000,41,可得到1件20级的青铜铠，品质为优秀。
325,32级优秀精铁铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002a271000000400000000271000000000,41,可得到1件32级的精铁铠，品质为优秀。
326,44级优秀白银铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002b271000000400000000271000000000,41,可得到1件44级的白银铠，品质为优秀。
327,56级优秀黄金铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002c271000000400000000271000000000,41,可得到1件56级的黄金铠，品质为优秀。
328,68级优秀紫金铠,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",0101002d271000000400000000271000000000,41,可得到1件68级的紫金铠，品质为优秀。
329,15级优秀战马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010032271000000400000000271000000000,41,可得到1匹15级的战马，品质为优秀。
330,32级优秀红鬃马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010033271000000400000000271000000000,41,可得到1匹32级的红鬃马，品质为优秀。
331,49级优秀黄骠马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010034271000000400000000271000000000,41,可得到1匹49级的黄骠马，品质为优秀。
332,66级优秀大宛马,unreasonable_item_count,,,0,0,"[{""section_type"": 1, ""count"": 257}]",01010035271000000400000000271000000000,41,可得到1匹66级的大宛马，品质为优秀。
333,钱袋,parsed_full,白银*888,,1,0,[],0000,29,开启后可获得888白银
334,乾坤袋,parsed_full,粮食*999999 / 铜钱*99999 / 白银*999 / 黄金*99,,4,0,[],0000,44,开启后可获得99黄金、999白银、99999铜钱、999999粮食\n
335,月饼,parsed_full,粮食*888888 / 铜钱*88888,,2,0,[],0000,34,开启后可获得88888铜钱、888888粮食\n
336,汤圆,parsed_full,粮食*999999 / 铜钱*99999,,2,0,[],0000,34,开启后可获得99999铜钱、999999粮食
337,高级玄铁礼包,parsed_full,,玄铁(35)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999玄铁
338,高级冰玉礼包,parsed_full,,冰玉(119)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999冰玉
339,高级玉露礼包,parsed_full,,玉露(122)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999玉露
340,高级仙芝礼包,parsed_full,,仙芝(123)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999仙芝
365,魔钻每日礼包LV7,parsed_full,粮食*100000 / 铜钱*60000,如意宝箱(242)*1 / 冰玉材料包(181)*1,2,2,"[{""section_type"": 1, ""count"": 2}]",00,44,铜钱x60000，粮食x100000
366,君王刘备,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee58898e5a4872c31303633392c30010100110100160100020000,56,开启后可获得:君王将——刘备！
367,君王曹操,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee69bb9e6938d2c31303634322c30010100110100160100020000,56,开启后可获得:君王将——曹操！
368,君王刘表,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee58898e8a1a82c31303634382c30010100110100190100020000,56,开启后可获得:君王将——刘表！
369,君王袁术,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee8a281e69caf2c31303634302c30010100110100250100020000,56,开启后可获得:君王将——袁术！
370,君王马腾,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee9a9ace885be2c31303634352c30010100110100260100020000,56,开启后可获得:君王将——马腾！
371,君王董卓,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee891a3e58d932c31303634362c30010100110100250100020000,56,开启后可获得:君王将——董卓！
372,君王袁绍,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee8a281e7bb8d2c31303634392c30010100110100190100040000,56,开启后可获得:君王将——袁绍！
373,君王张鲁,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee5bca0e9b2812c31303634342c30010100110100250100040000,56,开启后可获得:君王将——张鲁！
374,君王献帝,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee78caee5b89d2c31303635302c30010100110100220100040000,56,开启后可获得:君王将——献帝！
375,君王孙权,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee5ad99e69d832c31303633372c30010100110100230100040000,56,开启后可获得:君王将——孙权！
376,君王公孙瓒,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e585ace5ad99e793922c31303634372c30010100110100180100010000,59,开启后可获得:君王将——公孙瓒！
377,君王孟获,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee5ad9fe88eb72c31303633382c30010100110100250100010000,56,开启后可获得:君王将——孟获！
378,君王陶谦,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee999b6e8b0a62c31303634312c30010100110100190100000000,56,开启后可获得:君王将——陶谦！
379,君王公孙度,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e585ace5ad99e5baa62c31303634332c30010100110100240100000000,59,开启后可获得:君王将——公孙度！
380,将魂礼包,unsupported_resource_type_12,,,0,0,[],0c010d01020001011e000a0f0700000101001204001a001b001c001d040000000200040001177000000101001201001c0200010002044c00000101001201001d03000000040002044c00000101001202,178,"开启后可获得:将神魂*10,并随机赠送1个83-89成长的将领."
388,诸葛果,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e8afb8e8919be69e9c2c31323031302c30010100110100280100040000,59,开启后可获得：美女名将--诸葛果
390,吕玲绮,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e59095e78eb2e7bbae2c31323030372c30010100110100290100020000,59,开启后可获得：美女名将--吕玲绮
391,马云禄,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e9a9ace4ba91e7a6842c31323030382c30010100110100280100020000,59,开启后可获得：美女名将--马云禄
392,吴国太,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e590b4e59bbde5a4aa2c31323030392c30010100110100280100000000,59,开启后可获得：美女名将--吴国太
393,花鬘,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee88ab1e9ac982c31323030352c30010100110100280100000000,56,开启后可获得：美女名将--花鬘
394,曹婴,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee69bb9e5a9b42c31323030332c30010100110100270100020000,56,开启后可获得：美女名将--曹婴
395,鲍三娘,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e9b28de4b889e5a8982c31323030312c30010100110100270100020000,59,开启后可获得：美女名将--鲍三娘
396,董白,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee891a3e799bd2c31323030342c30010100110100280100000000,56,开启后可获得：美女名将--董白
397,黄舞蝶,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e9bb84e8889ee89db62c31323030362c30010100110100290100010000,59,开启后可获得：美女名将--黄舞蝶
398,卞夫人,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e58d9ee5a4abe4baba2c31323030322c30010100110100270100040000,59,开启后可获得：美女名将--卞夫人
401,六六大顺,parsed_full,白银*666 / 黄金*666,,2,0,[],0000,34,开启后可获得666黄金、666白银\n
402,红包,parsed_full,粮食*666666 / 铜钱*666666 / 白银*66 / 黄金*6,,4,0,[],0000,44,开启后可获得6黄金、66白银、666666铜钱、666666粮食
403,南华老仙,unsupported_resource_type_12,,,0,0,[],0c010d01010e010014e58d97e58d8ee88081e4bb992c31323037312c300101001101002a0100040000,62,开启后可获得：名将--南华老仙
404,邹夫人,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e982b9e5a4abe4baba2c31323036372c300101001101002b0100010000,59,开启后可获得：美女名将--邹夫人
405,步练师,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e6ada5e7bb83e5b8882c31323036382c300101001101002b0100040000,59,开启后可获得：美女名将--步练师
406,樊夫人,unsupported_resource_type_12,,,0,0,[],0c010d01010e010011e6a88ae5a4abe4baba2c31323036392c300101001101002b0100020000,59,开启后可获得：美女名将--樊夫人
407,玉女,unsupported_resource_type_12,,,0,0,[],0c010d01010e01000ee78e89e5a5b32c31323036362c30010100140100110100000000,56,开启后可获得：将领--玉女
