item_id,name,type,type_label,desc,effect_ids,effect_summary,is_package_or_box,has_probability_text,mall_good_ids,mall_summary,dynamic_evidence,tail_len,offset,tail_hex_prefix
103,神农符,2,生产/内政增益,使用后能得到神农的庇佑.,26,"effect#26 提升封地粮食的产量50%,持续1天. params=[50, 1]",,,55/61,cat1/p3/good55/价1=15/价2=0; cat4/p1/good61/价1=15/价2=0,,35,0x3d59,0004000000630202ec01ffff0000000000000001001a02000000320000000100000000
104,大神农符,2,生产/内政增益,使用后能得到大神农的庇佑.,26,"effect#26 提升封地粮食的产量50%,持续7天. params=[50, 7]",,,56/62,cat1/p3/good56/价1=80/价2=0; cat4/p1/good62/价1=80/价2=0,,35,0x3daf,0004000000630202e301ffff0000000000000001001a02000000320000000700000000
105,财神符,2,生产/内政增益,使用后能得到财神的庇佑量.,25,"effect#25 提升封地铜钱的产量50%,持续1天. params=[50, 1]",,,53/59,cat1/p3/good53/价1=5/价2=0; cat4/p1/good59/价1=5/价2=0,,35,0x3e0b,0004000000630202f301ffff0000000000000001001902000000320000000100000000
106,大财神符,2,生产/内政增益,使用后能得到大财神的庇佑.,25,"effect#25 提升封地铜钱的产量50%,持续7天. params=[50, 7]",,,54/60,cat1/p3/good54/价1=25/价2=0; cat4/p1/good60/价1=25/价2=0,,35,0x3e64,0004000000630202e001ffff0000000000000001001902000000320000000700000000
107,福神符,0,普通/功能道具,使用后能得到福神的庇佑.,27,"effect#27 战斗后获取的资源、声望增加50%,持续1小时. params=[50, 1]",,,58/64,cat1/p2/good58/价1=15/价2=0; cat5/p1/good64/价1=15/价2=0,,35,0x3ec0,0000000000630102e400ffff0000000000000001001b02000000320000000100000000
108,大福神符,0,普通/功能道具,使用后能得到大福神的庇佑.,27,"effect#27 战斗后获取的资源、声望增加100%,持续1小时. params=[100, 1]",,,75/70,cat1/p2/good75/价1=30/价2=0; cat5/p1/good70/价1=30/价2=0,,35,0x3f16,0000000000630102e100ffff0000000000000001001b02000000640000000100000000
109,练兵符,0,普通/功能道具,鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加50%,持续1小时. params=[50, 1]",,,57/63,cat1/p2/good57/价1=30/价2=0; cat5/p1/good63/价1=30/价2=0,,35,0x3f72,0000000000630102e800ffff0000000000000001001d02000000320000000100000000
110,大练兵符,0,普通/功能道具,大力鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加100%,持续1小时. params=[100, 1]",,,74/69,cat1/p2/good74/价1=80/价2=0; cat5/p1/good69/价1=80/价2=0,,35,0x3fb3,0000000000630102e200ffff0000000000000001001d02000000640000000100000000
111,新手保护,0,普通/功能道具,新手保护.,31,effect#31 在30级内强制保护状态。 params=[],,,,,,27,0x3ffd,00000000000902007500ffff0000000000000001001f0000000000
112,玉玺,0,普通/功能道具,"国王的玉印,象征至高无上的权利.拥有玉玺的国王可以激活“王者之师”状态,该状态能使国王的军队在战斗时攻防能力均提升10%;同时如果国王的将领参与本国城池的防御战时,能使所有驻防部队的攻防都得到提升(每增加一个将领参战效果提升5%,最高不超过25%).此物品为建国时的必需物品.自建国灭亡时,国王身上的玉玺将消失.",,,,,,,,24,0x4039,ffff000000090002f100ffff000000000000000000000000
113,虎符,0,普通/功能道具,"用来调兵遣将的兵符,可以用来提升将领的统帅能力或者征调兵马.(此物品为建国时的必需物品)",35,"effect#35 增加将领的统帅值20%,持续168小时. params=[20, 168]",,,,,,35,0x420b,0001000000630202e600ffff000000000000000100230200000014000000a800000000
114,印绶,0,普通/功能道具,"代表官职权力的印章,可以用来提升将领的统帅能力或者征调兵马.(此物品为建国时的必需物品)",35,"effect#35 增加将领的统帅值10%,持续24小时. params=[10, 24]",,,,,,35,0x42b8,0001000000630202f000ffff01000002580000010023020000000a0000001800000000
115,令牌,0,普通/功能道具,"代表将帅军令的令牌,可以用来提升将领的统帅能力或者征调兵马.(此物品为建国时的必需物品)",35,"effect#35 增加将领的统帅值5%,持续1小时. params=[5, 1]",,,,,,35,0x4365,0001000003e70202e900ffff010000001e000001002302000000050000000100000000
116,元宝,0,普通/功能道具,可以兑换黄金的元宝.1元宝可以兑换10黄金.,,,,,,,,24,0x4412,ffff0000006300039300ffff000000000000000000000000
117,勇士令,5,任务物品,标榜功绩的勇士令牌.可以用来找包打听兑换名将画册:【招募将领】--【查询名将】,,,,,,,,24,0x4470,ffff000003e702039200ffff000000000000000000000000
118,专属礼包,3,礼包/宝箱/资源包,"尊贵的专属礼包,内含大量白银、道具.",,,是,,,,,87,0x4506,ffff0000000001002100ffff00000000000000000108000007d001000e00000005006900050067000500160008001700050018000300190001001b0005001c00
119,冰玉,4,装备强化材料,用于品质卓越装备的强化.,,,,,,,,24,0x45a3,ffff000003e702032f00ffff010000005a00000000000000
120,浆果,4,装备强化材料,用于普通坐骑的强化.,,,,,,,,24,0x45eb,ffff000003e702033000ffff010000000900000000000000
121,灵草,4,装备强化材料,用于品质良好坐骑的强化.,,,,,,,,24,0x462d,ffff000003e702033100ffff010000001b00000000000000
122,玉露,4,装备强化材料,用于品质优秀坐骑的强化.,,,,,,,,24,0x4675,ffff000003e702033500ffff010000002d00000000000000
123,仙芝,4,装备强化材料,用于品质卓越坐骑的强化.,,,,,,,,24,0x46bd,ffff000003e702033300ffff010000005a00000000000000
124,初级暴击技能书,6,类型6,使用后可以领悟初级暴击技能.,,,,,,,,27,0x4705,0001000000630103950000000000000000000001ffff0000000000
125,中级暴击技能书,6,类型6,使用后可以领悟中级暴击技能.,,,,,,,,24,0x4765,000100000063010394000001000000000000000000000000
126,高级暴击技能书,6,类型6,使用后可以领悟高级暴击技能.,,,,,,,,24,0x47c2,00010000006301038f000002000000000000000000000000
127,初级连击技能书,6,类型6,使用后可以领悟初级连击技能.,,,,,,,,24,0x481f,000100000063010395000003000000000000000000000000
128,中级连击技能书,6,类型6,使用后可以领悟中级连击技能.,,,,,,,,24,0x487c,000100000063010394000004000000000000000000000000
129,高级连击技能书,6,类型6,使用后可以领悟高级连击技能.,,,,,,,,24,0x48d9,00010000006301038f000005000000000000000000000000
130,初级格挡技能书,6,类型6,使用后可以领悟初级格挡技能.,,,,,,,,24,0x4936,000100000063010395000006000000000000000000000000
131,中级格挡技能书,6,类型6,使用后可以领悟中级格挡技能.,,,,,,,,24,0x4993,000100000063010394000007000000000000000000000000
132,高级格挡技能书,6,类型6,使用后可以领悟高级格挡技能.,,,,,,,,24,0x49f0,00010000006301038f000008000000000000000000000000
133,初级斩将技能书,6,类型6,使用后可以领悟初级斩将技能.,,,,,,,,24,0x4a4d,000100000063010395000009000000000000000000000000
134,中级斩将技能书,6,类型6,使用后可以领悟中级斩将技能.,,,,,,,,24,0x4aaa,00010000006301039400000a000000000000000000000000
135,高级斩将技能书,6,类型6,使用后可以领悟高级斩将技能.,,,,,,,,24,0x4b07,00010000006301038f00000b000000000000000000000000
136,初级践踏技能书,6,类型6,使用后可以领悟初级践踏技能.,,,,,,,,24,0x4b64,00010000006301039500000c000000000000000000000000
137,中级践踏技能书,6,类型6,使用后可以领悟中级践踏技能.,,,,,,,,24,0x4bc1,00010000006301039400000d000000000000000000000000
138,高级践踏技能书,6,类型6,使用后可以领悟高级践踏技能.,,,,,,,,24,0x4c1e,00010000006301038f00000e000000000000000000000000
139,初级奇袭技能书,6,类型6,使用后可以领悟初级奇袭技能.,,,,,,,,24,0x4c7b,00010000006301039500000f000000000000000000000000
140,中级奇袭技能书,6,类型6,使用后可以领悟中级奇袭技能.,,,,,,,,24,0x4cd8,000100000063010394000010000000000000000000000000
141,高级奇袭技能书,6,类型6,使用后可以领悟高级奇袭技能.,,,,,,,,24,0x4d35,00010000006301038f000011000000000000000000000000
142,初级散阵技能书,6,类型6,使用后可以领悟初级散阵技能.,,,,,,,,24,0x4d92,000100000063010395000012000000000000000000000000
143,中级散阵技能书,6,类型6,使用后可以领悟中级散阵技能.,,,,,,,,24,0x4def,000100000063010394000013000000000000000000000000
144,高级散阵技能书,6,类型6,使用后可以领悟高级散阵技能.,,,,,,,,24,0x4e4c,00010000006301038f000014000000000000000000000000
145,初级穿透技能书,6,类型6,使用后可以领悟初级穿透技能.,,,,,,,,24,0x4ea9,000100000063010395000015000000000000000000000000
146,中级穿透技能书,6,类型6,使用后可以领悟中级穿透技能.,,,,,,,,24,0x4f06,000100000063010394000016000000000000000000000000
147,高级穿透技能书,6,类型6,使用后可以领悟高级穿透技能.,,,,,,,,24,0x4f63,00010000006301038f000017000000000000000000000000
148,初级乱射技能书,6,类型6,使用后可以领悟初级乱射技能.,,,,,,,,24,0x4fc0,000100000063010395000018000000000000000000000000
149,中级乱射技能书,6,类型6,使用后可以领悟中级乱射技能.,,,,,,,,24,0x501d,000100000063010394000019000000000000000000000000
150,高级乱射技能书,6,类型6,使用后可以领悟高级乱射技能.,,,,,,,,24,0x507a,00010000006301038f00001a000000000000000000000000
151,初级散射技能书,6,类型6,使用后可以领悟初级散射技能.,,,,,,,,24,0x50d7,00010000006301039500001b000000000000000000000000
152,中级散射技能书,6,类型6,使用后可以领悟中级散射技能.,,,,,,,,24,0x5134,00010000006301039400001c000000000000000000000000
153,高级散射技能书,6,类型6,使用后可以领悟高级散射技能.,,,,,,,,24,0x5191,00010000006301038f00001d000000000000000000000000
154,初级盾阵技能书,6,类型6,使用后可以领悟初级盾阵技能.,,,,,,,,24,0x51ee,00010000006301039500001e000000000000000000000000
155,中级盾阵技能书,6,类型6,使用后可以领悟中级盾阵技能.,,,,,,,,24,0x524b,00010000006301039400001f000000000000000000000000
156,高级盾阵技能书,6,类型6,使用后可以领悟高级盾阵技能.,,,,,,,,24,0x52a8,00010000006301038f000020000000000000000000000000
157,初级冲锋技能书,6,类型6,使用后可以领悟初级冲锋技能.,,,,,,,,24,0x5305,000100000063010395000021000000000000000000000000
158,中级冲锋技能书,6,类型6,使用后可以领悟中级冲锋技能.,,,,,,,,24,0x5362,000100000063010394000022000000000000000000000000
159,高级冲锋技能书,6,类型6,使用后可以领悟高级冲锋技能.,,,,,,,,24,0x53bf,00010000006301038f000023000000000000000000000000
160,初级枪阵技能书,6,类型6,使用后可以领悟初级枪阵技能.,,,,,,,,24,0x541c,000100000063010395000024000000000000000000000000
161,中级枪阵技能书,6,类型6,使用后可以领悟中级枪阵技能.,,,,,,,,24,0x5479,000100000063010394000025000000000000000000000000
162,高级枪阵技能书,6,类型6,使用后可以领悟高级枪阵技能.,,,,,,,,24,0x54d6,00010000006301038f000026000000000000000000000000
163,初级溅射技能书,6,类型6,使用后可以领悟初级溅射技能.,,,,,,,,24,0x5533,000100000063010395000027000000000000000000000000
164,中级溅射技能书,6,类型6,使用后可以领悟中级溅射技能.,,,,,,,,24,0x5590,000100000063010394000028000000000000000000000000
165,高级溅射技能书,6,类型6,使用后可以领悟高级溅射技能.,,,,,,,,24,0x55ed,00010000006301038f000029000000000000000000000000
166,初级贯穿技能书,6,类型6,使用后可以领悟初级贯穿技能.,,,,,,,,24,0x564a,00010000006301039500002a000000000000000000000000
167,中级贯穿技能书,6,类型6,使用后可以领悟中级贯穿技能.,,,,,,,,24,0x56a7,00010000006301039400002b000000000000000000000000
168,高级贯穿技能书,6,类型6,使用后可以领悟高级贯穿技能.,,,,,,,,24,0x5704,00010000006301038f00002c000000000000000000000000
169,建国道具礼包,3,礼包/宝箱/资源包,无敌,,,是,,,,,46,0x5761,ffff000000630102f200ffff00000000000000000001000500a90001007000090071001b00720064007305dc0000
170,技能书礼包,3,礼包/宝箱/资源包,无敌,,,是,,,,,74,0x57af,ffff000000630102f200ffff00000000000000000001000c007c0063007d0063007e0063007f0063008000630081006300820063008300630084006300850063
171,材料礼包,3,礼包/宝箱/资源包,无敌,,,是,,,,,62,0x5816,ffff000000630102f200ffff00000000000000000001000900ab0001000300630022006300230063007700630078006300790063007a0063007b00630000
172,招贤金榜,0,普通/功能道具,"发布招贤金榜,招募将领.",36,"effect#36 刷新招募将领列表,必刷出60成长以上将领. params=[]",,,77/76,cat1/p2/good77/价1=100/价2=0; cat6/p1/good76/价1=100/价2=0,,27,0x586e,000000000063020c0100ffff000000000000000100240000000000
173,30级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一件30级以内铠甲，品质在良好以上。,,,是,,85,cat3/p1/good85/价1=5/价2=0,,66,0x58bd,ffff00000063010c0200ffff00000000000000000205010b0102000100100003030200281b5801a404000000000000000000290bb80190040000000000000000
174,70级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一件70级以内铠甲，品质在良好以上。,,,是,,87,cat3/p1/good87/价1=8/价2=0,,126,0x5969,ffff00000063010c0200ffff00000000000000000205010b0102000100100007030600280064028a040000000000000000002901900258040000000000000000
175,60级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书6本，并附赠一匹60级以内坐骑，品质在良好以上。,,,是,,89,cat3/p1/good89/价1=18/价2=0,,81,0x5a51,ffff00000063010c0200ffff00000000000000000205010b0102000100100006030300320bb801f40400000000000000000033138801c2040000000000000000
176,50级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一顶50级以内头盔，品质在良好以上。,,,是,,83,cat3/p1/good83/价1=6/价2=0,,96,0x5b0c,ffff00000063010c0200ffff00000000000000000205010b01020001001000050304001e01f401f9040000000000000000001f0dac01d6040000000000000000
177,80级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一匹80级以内坐骑，品质在良好以上。,,,是,,90,cat3/p1/good90/价1=25/价2=0,,96,0x5bd6,ffff00000063010c0200ffff00000000000000000205010b01020001001000080304003203e8028004000000000000000000330fa00230040000000000000000
178,镔铁材料包,3,礼包/宝箱/资源包,"内含10个镔铁,可用于普通装备的强化.",,,是,,103,cat3/p3/good103/价1=1/价2=0,,30,0x5ca0,000c00000063010bfe00ffff0000000000000000000100010003000a0000
179,水晶材料包,3,礼包/宝箱/资源包,"内含10个水晶,可用于品质良好装备的强化.",,,是,,104,cat3/p3/good104/价1=3/价2=0,,30,0x5d06,000c00000063010bfe00ffff0000000000000000000100010022000a0000
180,玄铁材料包,3,礼包/宝箱/资源包,"内含10个玄铁,可用于品质优秀装备的强化.",,,是,,105,cat3/p3/good105/价1=5/价2=0,,30,0x5d72,000c00000063010bfe00ffff0000000000000000000100010023000a0000
181,冰玉材料包,3,礼包/宝箱/资源包,"内含10个冰玉,可用于品质卓越装备的强化.",,,是,,106,cat3/p3/good106/价1=10/价2=0,,30,0x5dde,000c00000063010bfe00ffff0000000000000000000100010077000a0000
182,浆果材料包,3,礼包/宝箱/资源包,"内含10个浆果,可用于普通坐骑的强化.",,,是,,107,cat3/p3/good107/价1=1/价2=0,,30,0x5e4a,000c00000063010bfe00ffff0000000000000000000100010078000a0000
183,灵草材料包,3,礼包/宝箱/资源包,"内含10个灵草,可用于品质良好坐骑的强化.",,,是,,108,cat3/p3/good108/价1=3/价2=0,,30,0x5eb0,000c00000063010bfe00ffff0000000000000000000100010079000a0000
184,玉露材料包,3,礼包/宝箱/资源包,"内含10个玉露,可用于品质优秀坐骑的强化.",,,是,,109,cat3/p3/good109/价1=5/价2=0,,30,0x5f1c,000c00000063010bfe00ffff000000000000000000010001007a000a0000
185,仙芝材料包,3,礼包/宝箱/资源包,"内含10个仙芝,可用于品质卓越坐骑的强化.",,,是,,110,cat3/p3/good110/价1=10/价2=0,,30,0x5f88,000c00000063010bfe00ffff000000000000000000010001007b000a0000
186,30级高级兵武箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一把30级以内武器，品质在优秀以上。,,,是,,91,cat3/p2/good91/价1=30/价2=0,,171,0x5ff4,ffff00000063010c0000ffff00000000000000000205010b010200010010000303090000057806f404000024b801f40064000104e206ea04000024b801f40064
187,60级高级兵武箱,3,礼包/宝箱/资源包,开启获得兵书6本，并附赠一把60级以内武器，品质在优秀以上。,,,是,,92,cat3/p2/good92/价1=36/价2=0,,261,0x610f,ffff00000063010c0000ffff00000000000000000205010b0102000100100006030f0000006407bc04000024b801f400640001006407a804000024b801f40064
188,80级高级兵武箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一把80级以内武器，品质在优秀以上。,,,是,,93,cat3/p2/good93/价1=45/价2=0,,306,0x6284,ffff00000063010c0000ffff00000000000000000205010b010200010010000803120000000a08a204000024b801f400640001000a088404000024b801f40064
189,30级高级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一顶30级以内头盔，品质在优秀以上。,,,是,,94,cat3/p2/good94/价1=15/价2=0,,66,0x6426,ffff00000063010c0000ffff00000000000000000205010b01020001001000030302001e1b5806b8040000000000000000001f0bb806a4040000000000000000
190,50级高级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一顶50级以内头盔，品质在优秀以上。,,,是,,95,cat3/p2/good95/价1=18/价2=0,,96,0x64d8,ffff00000063010c0000ffff00000000000000000205010b01020001001000050304001e01f4073a040000000000000000001f0dac0708040000000000000000
191,70级高级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一顶70级以内头盔，品质在优秀以上。,,,是,,96,cat3/p2/good96/价1=24/价2=0,,126,0x65a8,ffff00000063010c0000ffff00000000000000000205010b01020001001000070306001e00640834040000000000000000001f019007e4040000000000000000
192,30级高级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一件30级以内铠甲，品质在优秀以上,,,是,,97,cat3/p2/good97/价1=15/价2=0,,66,0x6696,ffff00000063010c0000ffff00000000000000000205010b0102000100100003030200281b5806b804000000000000000000290bb806a4040000000000000000
193,50级高级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一件50级以内铠甲，品质在优秀以上。,,,是,,98,cat3/p2/good98/价1=18/价2=0,道具使用动态验证：0x3144 50级高级兵甲箱 item_id=193；原样重放在无库存时返回不足。,96,0x6745,ffff00000063010c0000ffff00000000000000000205010b01020001001000050304002801f4073a04000000000000000000290dac0708040000000000000000
194,70级高级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一件70级以内铠甲，品质在优秀以上。,,,是,,99,cat3/p2/good99/价1=24/价2=0,,126,0x6815,ffff00000063010c0000ffff00000000000000000205010b010200010010000703060028006408340400000000000000000029019007e4040000000000000000
195,35级高级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一把35级以内坐骑，品质在优秀以上,,,是,,100,cat3/p2/good100/价1=45/价2=0,,66,0x6903,ffff00000063010c0000ffff00000000000000000205010b0102000100100003030200321b5806cc04000000000000000000330bb806a4040000000000000000
196,60级高级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书6本，并附赠一匹60级以内坐骑，品质在优秀以上。,,,是,,101,cat3/p2/good101/价1=54/价2=0,,81,0x69b2,ffff00000063010c0000ffff00000000000000000205010b0102000100100006030300320bb8071c0400000000000000000033138806e0040000000000000000
197,80级高级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一匹80级以内坐骑，品质在优秀以上,,,是,,102,cat3/p2/good102/价1=75/价2=0,,96,0x6a73,ffff00000063010c0000ffff00000000000000000205010b01020001001000080304003203e807d004000000000000000000330fa0076c040000000000000000
198,镔铁大材料包,3,礼包/宝箱/资源包,"内含99个镔铁,可用于普通装备的强化.",,,是,,111,cat3/p3/good111/价1=9/价2=0,,30,0x6b40,000c00000063010bff00ffff000000000000000000010001000300630000
199,水晶大材料包,3,礼包/宝箱/资源包,"内含99个水晶,可用于品质良好装备的强化.",,,是,,112,cat3/p3/good112/价1=27/价2=0,,30,0x6ba9,000c00000063010bff00ffff000000000000000000010001002200630000
200,玄铁大材料包,3,礼包/宝箱/资源包,"内含99个玄铁,可用于品质优秀装备的强化.",,,是,,113,cat3/p3/good113/价1=45/价2=0,,30,0x6c18,000c00000063010bff00ffff000000000000000000010001002300630000
201,冰玉大材料包,3,礼包/宝箱/资源包,"内含99个冰玉,可用于品质卓越装备的强化.",,,是,,114,cat3/p3/good114/价1=90/价2=0,,30,0x6c87,000c00000063010bff00ffff000000000000000000010001007700630000
202,浆果大材料包,3,礼包/宝箱/资源包,"内含99个浆果,可用于普通坐骑的强化.",,,是,,115,cat3/p4/good115/价1=9/价2=0,,30,0x6cf6,000c00000063010bff00ffff000000000000000000010001007800630000
203,灵草大材料包,3,礼包/宝箱/资源包,"内含99个灵草,可用于品质良好坐骑的强化.",,,是,,116,cat3/p4/good116/价1=27/价2=0,,30,0x6d5f,000c00000063010bff00ffff000000000000000000010001007900630000
204,玉露大材料包,3,礼包/宝箱/资源包,"内含99个玉露,可用于品质优秀坐骑的强化.",,,是,,117,cat3/p4/good117/价1=45/价2=0,,30,0x6dce,000c00000063010bff00ffff000000000000000000010001007a00630000
205,仙芝大材料包,3,礼包/宝箱/资源包,"内含99个仙芝,可用于品质卓越坐骑的强化.",,,是,,118,cat3/p4/good118/价1=90/价2=0,,30,0x6e3d,000c00000063010bff00ffff000000000000000000010001007b00630000
206,公会礼包,3,礼包/宝箱/资源包,"开启后可获得:印绶2个,令牌10个,练兵符1个,福神符1个,招募令2个,初级行军符2个",,,是,,,,,50,0x6eac,ffff0000000001002100ffff000000000000000000010006007200020073000a006d0001006b0001001b0002004c00020000
207,神秘宝箱,3,礼包/宝箱/资源包,开启后能得到一些宝物.#probability#开启的道具概率如下：\n宝箱类道具 2.00%\n材料 12.70%\n功能性道具 19.45%\n加速类道具 27.45%\n增益性道具 13.40%\n资产类道具 25.00%,,,是,是,,,,265,0x6f59,ffff0000000901002100ffff00000000000000000204030a0301022f005f010000006001000000610100000062010000000001005000010100fa002001032000
208,令牌,5,任务物品,从贼寇手中缴获的令牌.,,,,,,,,24,0x7140,ffff000003e70202e900ffff000000000000000000000000
209,幸运礼包,3,礼包/宝箱/资源包,"开启后可获得:白银600个,徭役令3个,惊喜宝箱3个,30级高级兵武箱1个,30级高级兵盔箱1个,30级高级兵甲箱1个,35级高级兵骑箱1个",,,是,,,,,55,0x7185,ffff0000000001002100ffff0000000000000000010800000258010006000000030063000300ba000100bd000100c0000100c300010000
210,龙腾礼包,3,礼包/宝箱/资源包,开启后可获得：行军令3个、初级行军符2个、中级行军符1个、高级行军符1个,,,是,,,,,42,0x7272,ffff00000009010ddd00ffff00000000000000000001000400500003004c0002004d0001004e00010000
211,虎跃礼包,3,礼包/宝箱/资源包,开启后可获得：招募令10个、高级招募令6个、紧急招募令2个,,,是,,,,,38,0x7314,ffff00000009010ddc00ffff000000000000000000010003001b000a001c0006001d00020000
212,鸿运礼包,3,礼包/宝箱/资源包,"开启后可获得:白银200个,徭役令1个,练兵符1个,福神符1个,财神符1个,神农符1个,鲁公手册2个,招募令1个,兵书1个,初级行军符1个,传音符小礼包1个,镔铁材料包5个,浆果材料包5个.",,,是,,,,,79,0x739d,ffff0000000001002100ffff00000000000000000108000000c801000c00000001006d0001006b0001006900010067000100160002001b000100100001004c00
213,统一礼包,3,礼包/宝箱/资源包,"开启后可获得:成长82的将领1个，黄金999个，白银6666个，大练兵符5个，大财神符5个，大神农符5个，高级战鼓5个，高级八阵图5个，高级迁封令5个，行军令5个，高级屯田令5个，高级通商令5个,仙芝大材料包5个,冰玉大材料包5个,80级高级坐骑箱5个,70级高级铠甲箱5个,70级高级头盔箱5个,80级高级武器箱5个.",,,是,,,,,156,0x74e3,ffff000000000102f200ffff0000000000000000040800001a0a09000003e70c010d0102000e0002000500210005000800050041000500430005006a00050068
214,成长礼包,3,礼包/宝箱/资源包,开启可获得：鲁公手册*5、鲁公图册*2、徭役令*2、招募令*3、传音符*10、初级行军符*2、屯田令*2、通商令*2、福神符*1、练兵符*1、铜钱*50000、粮食*120000。,,,是,,,,,76,0x7721,ffff0000000001002100ffff000000000000000002060001d4c0070000c35001000a001600050017000200000002001b00030009000a004c0002000100020020
215,拓展礼包,3,礼包/宝箱/资源包,开启后可获得：徭役令*3、财神符*3、神农符*3、屯田令*3、通商令*3,,,是,,,,,46,0x784b,ffff00000009010e6300ffff00000000000000000001000500000003006900030067000300010003002000030000
216,精英新手礼包,3,礼包/宝箱/资源包,开启后可获得：传音符小礼包*1、旌旗*2、迁封令*2、青铜钥匙*5、精铁钥匙*5,,,是,,,,,46,0x78e5,ffff00000009010e6300ffff000000000000000000010005000a00010005000200060002003b0002004400020000
217,初阶装备礼包,3,礼包/宝箱/资源包,开启后可获得：30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1,,,是,,,,,42,0x7991,ffff00000009010e6300ffff0000000000000000000100040031000100ad000100270001003400010000
218,初阶强化礼包,3,礼包/宝箱/资源包,开启后可获得：浆果大材料包*1、灵草大材料包*1、镔铁大材料包*1、水晶大材料包*1,,,是,,,,,42,0x7a33,ffff00000009010e6300ffff00000000000000000001000400b6000100cb000100b2000100b300010000
219,新手体验包,3,礼包/宝箱/资源包,开启后可获得：鲁公手册*10、铜钱辎重（中*3、粮食辎重（中*3、徭役令*4、兵书*10,,,是,,,,,46,0x7ae5,ffff00000009010e6300ffff0000000000000000000100050016000a005100030038000300000004001000010000
220,晋升礼包,3,礼包/宝箱/资源包,开启后可获得：鲁公宝典*2、鲁公秘录*1、招募令*8、高级招募令*2,,,是,,,,,42,0x7b96,ffff00000009010e6400ffff00000000000000000001000400190002001a0001001b0008001c00020000
221,神速礼包,3,礼包/宝箱/资源包,开启后可获得：练兵符*1、初级行军符*6、中级行军符*5、高级行军符*4、特级行军符*2,,,是,,,,,46,0x7c2a,ffff00000009010e6400ffff000000000000000000010005006d0001004c0006004d0005004e0004004f00020000
222,守护礼包,3,礼包/宝箱/资源包,开启后可获得：免战牌*1、驱逐令*2、九转金丹*1,,,是,,,,,38,0x7cdc,ffff00000009010e6400ffff0000000000000000000100030015000100650002000f00010000
223,华佗礼包,3,礼包/宝箱/资源包,开启后可获得：洗髓丹*1、活血丹*4、小还丹*3、大还丹*2、九转金丹*1,,,是,,,,,46,0x7d55,ffff00000009010e6400ffff00000000000000000001000500130001000c0004000d0003000e0002000f00010000
224,初战礼包,3,礼包/宝箱/资源包,开启后可获得：高级兵书*5、战鼓*1、八阵图*1,,,是,,,,,38,0x7df2,ffff00000009010e6400ffff0000000000000000000100030011000500400001004200010000
225,豪华强化礼包,3,礼包/宝箱/资源包,开启后可获得：玉露大材料包*1、仙芝大材料包*1、玄铁大材料包*1、冰玉大材料包*1,,,是,,,,,42,0x7e68,ffff00000009010e6200ffff00000000000000000001000400cc000100cd000100c8000100c900010000
226,豪华装备礼包,3,礼包/宝箱/资源包,开启后可获得：70级头盔箱*5、70级铠甲箱*5、80级武器箱*5、80级坐骑箱*5,,,是,,,,,42,0x7f1a,ffff00000009010e6200ffff0000000000000000000100040032000500ae00050030000500b100050000
227,激战礼包,3,礼包/宝箱/资源包,开启后可获得：悬赏令*1、复仇檄文*1、木牛流马*1、讨伐诏书*1,,,是,,,,,42,0x7fbc,ffff00000009010e6200ffff00000000000000000001000400660001005a0001005c0001005d00010000
228,精品礼包,3,礼包/宝箱/资源包,开启后可获得:战鼓*1、八阵图*1、火药桶*2、小还丹*6、大还丹*5、免战牌*1、旌旗*2、徭役令*2、财神符*2、神农符*2、屯田令*2、通商令*2,,,是,,,,,74,0x804d,ffff00000009010e6100ffff00000000000000000001000c0040000100420001001e0002000d0006000e00050015000100050002000000020069000200670002
229,极品礼包,3,礼包/宝箱/资源包,开启后可获得：徭役令*2、青铜钥匙*2、精铁钥匙*2、旌旗*2、传音符*2、活血丹*2、小还丹*2、大还丹*2、初级行军符*2、鲁公手册*2、30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1,,,是,,,,,82,0x815d,ffff00000009010e6100ffff00000000000000000001000e00000002003b0002004400020005000200090002000c0002000d0002000e0002004c000200160002
