item_id,name,type,type_label,desc,effect_ids,effect_summary,is_package_or_box,has_probability_text,mall_good_ids,mall_summary,dynamic_evidence,tail_len,offset,tail_hex_prefix
204,玉露大材料包,3,礼包/宝箱/资源包,"内含99个玉露,可用于品质优秀坐骑的强化.",,,是,,117,cat3/p4/good117/价1=45/价2=0,,30,0x6dce,000c00000063010bff00ffff000000000000000000010001007a00630000
205,仙芝大材料包,3,礼包/宝箱/资源包,"内含99个仙芝,可用于品质卓越坐骑的强化.",,,是,,118,cat3/p4/good118/价1=90/价2=0,,30,0x6e3d,000c00000063010bff00ffff000000000000000000010001007b00630000
271,通达券,5,任务物品,特殊道具，有神秘作用,,,,,180,cat2/p1/good180/价1=10/价2=0,,24,0x97c4,ffff0000006300271a00ffff000000000000000000000000
286,将神魂,0,普通/功能道具,人之初，根骨已定，然将神魂，有属性重置，提升成长之功效。,,,,,122/119,cat1/p1/good122/价1=20/价2=0; cat6/p1/good119/价1=20/价2=0,,24,0x9c35,00010000006302277301ffff000000000000000000000000
338,高级冰玉礼包,3,礼包/宝箱/资源包,打开后可获得999冰玉,,,是,,167,cat2/p1/good167/价1=900/价2=0,,30,0xb3ea,ffff00000063010bff00ffff000000000000000000010001007703e70000
340,高级仙芝礼包,3,礼包/宝箱/资源包,打开后可获得999仙芝,,,是,,168,cat2/p1/good168/价1=900/价2=0,,30,0xb490,ffff00000063010bff00ffff000000000000000000010001007b03e70000
346,勋章,5,任务物品,兑换或收集,,,,,179,cat2/p1/good179/价1=100/价2=0,,24,0xb607,ffff000003e700295600ffff000000000000000000000000
352,风调雨顺,2,生产/内政增益,"征召百姓服役,用于封地的建设.",37,"effect#37 提升封地粮食产量100%,持续4天. params=[100, 4]",,,159,cat2/p1/good159/价1=180/价2=0,,35,0xb745,00040000006302294301ffff0000000000000001002502000000640000000400000000
353,招财进宝,2,生产/内政增益,鼓励商贸.,38,"effect#38 提升封地铜钱的产量100%,持续4天. params=[100, 4]",,,160,cat2/p2/good160/价1=150/价2=0,,35,0xb7a5,00040000006302295a01ffff0000000000000001002602000000640000000400000000
354,璞玉,0,普通/功能道具,鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加50%,持续3小时. params=[50, 3]",,,162,cat2/p2/good162/价1=150/价2=0,,35,0xb7e9,00000000006301294e00ffff0000000000000001001d02000000320000000300000000
356,鲁公心诀,1,增益/加速道具,记录了鲁班秘传心法的小册子.,14,"effect#14 缩短1项建造任务或者研究任务的时间100小时0分钟. params=[100, 0]",,,123/120,cat1/p1/good123/价1=300/价2=0; cat5/p1/good120/价1=300/价2=0,,35,0xb868,000d0000006302294a00ffff0000000000000001000e02000000640000000000000000
357,沙场点兵,1,增益/加速道具,敲响战鼓召集士兵.,16,effect#16 缩短军队的招募时间100小时 params=[100],,,124/121,cat1/p1/good124/价1=480/价2=0; cat5/p1/good121/价1=480/价2=0,,31,0xb8c7,000e0000006302295100ffff00000000000000010010010000006400000000
358,典民令,2,生产/内政增益,"征召百姓服役,用于封地的建设.",0,"effect#0 增加3个建筑队列,持续7天. params=[3, 7]",,,163,cat2/p2/good163/价1=50/价2=0,,35,0xb913,00040000006302294200ffff0000000000000001000002000000030000000700000000
359,孟德新书,0,普通/功能道具,记录了曹孟德百战心得的兵书.,10,effect#10 增加将领500000点经验. params=[500000],,,164,cat2/p2/good164/价1=480/价2=0,,31,0xb970,0001000003e702294b01ffff0000000000000001000a010007a12000000000
360,孙子兵法,0,普通/功能道具,记录了孙子百战心得的兵书.,10,effect#10 增加将领1000000点经验. params=[1000000],,,165,cat2/p2/good165/价1=800/价2=0,,31,0xb9cb,0001000003e702295301ffff0000000000000001000a01000f424000000000
361,太平要术,0,普通/功能道具,记录了南华老仙百战心得的兵书.,10,effect#10 增加将领5000000点经验. params=[5000000],,,166,cat2/p2/good166/价1=2400/价2=0,,31,0xba23,0001000003e702295401ffff0000000000000001000a01004c4b4000000000
362,北斗七星,0,普通/功能道具,启动北斗七星阵.,19,"effect#19 提升军队的攻击35%,持续1天. params=[35, 1]",,,183,cat6/p3/good183/价1=800/价2=0,,35,0xba81,00000000006301294101ffff0000000000000001001302000000230000000100000000
363,八门金锁,0,普通/功能道具,启动八门金锁阵.,20,"effect#20 提升军队的防御35%,持续1天. params=[35, 1]",,,184,cat6/p3/good184/价1=800/价2=0,,35,0xbace,00000000006301293f01ffff0000000000000001001402000000230000000100000000
364,皇榜,0,普通/功能道具,"发布皇榜,招募将领.",39,"effect#39 刷新招募将领列表,必刷出70成长以上将领. params=[]",,,126/125,cat1/p2/good126/价1=1500/价2=0; cat6/p1/good125/价1=1500/价2=0,,27,0xbb1b,00000000006302299f00ffff000000000000000100270000000000
387,超级悬赏令,0,普通/功能道具,古有七擒孟获，今有超级悬赏!可与悬赏令效果叠加.,40,"effect#40 增加2倍俘虏玩家将领的几率,效果持续1小时 params=[1]",,,156,cat2/p1/good156/价1=200/价2=0,,31,0xc4eb,000000000063012eeb00ffff00000000000000010028010000000100000000
409,残缺藏宝图,0,普通/功能道具,残缺的藏宝图，很难看清具体宝藏的位置，不过还是可以碰碰运气的。,,,,,155,cat1/p4/good155/价1=1/价2=10,,24,0xcecb,ffff00000063022f4400ffff000000000000000000000000
410,完整藏宝图,0,普通/功能道具,一张完整的藏宝图，上面清晰标记了一个宝藏的所在位置和信息。,,,,,148,cat1/p1/good148/价1=10/价2=0,,24,0xcf57,ffff00000063022f4500ffff000000000000000000000000
413,昆仑玄铁,4,装备强化材料,用于装备（武器）炼魂的材料。,,,,,154,cat1/p4/good154/价1=1/价2=0,,24,0xd0d1,ffff000003e7022f4600ffff000000000000000000000000
414,天魂灵石,4,装备强化材料,用于装备（头盔）炼魂的材料。,,,,,153,cat1/p3/good153/价1=1/价2=0,,24,0xd127,ffff000003e7022f4700ffff000000000000000000000000
415,地魄灵石,4,装备强化材料,用于装备（铠甲）炼魂的材料。,,,,,152,cat1/p3/good152/价1=1/价2=0,,24,0xd17d,ffff000003e7022f4800ffff000000000000000000000000
416,山海精华,4,装备强化材料,用于装备（坐骑）炼魂的材料。,,,,,151,cat1/p3/good151/价1=1/价2=0,,24,0xd1d3,ffff000003e7022f4900ffff000000000000000000000000
432,凝魂晶石,4,装备强化材料,用于锁定现有炼魂效果的道具。,,,,,147,cat1/p1/good147/价1=10/价2=0,,24,0xd914,ffff000003e7022f5b00ffff000000000000000000000000
454,昆仑玄铁材料包,3,礼包/宝箱/资源包,"内含99个昆仑玄铁,可用于武器炼魂.",,,是,,146,cat1/p1/good146/价1=99/价2=0,,30,0xee13,ffff00000063010bff00ffff000000000000000000010001019d00630000
455,地魄灵石材料包,3,礼包/宝箱/资源包,"内含99个地魄灵石,可用于铠甲炼魂.",,,是,,142,cat1/p1/good142/价1=99/价2=0,,30,0xee7c,ffff00000063010bff00ffff000000000000000000010001019f00630000
456,天魂灵石材料包,3,礼包/宝箱/资源包,"内含99个天魂灵石,可用于头盔炼魂.",,,是,,144,cat1/p1/good144/价1=99/价2=0,,30,0xeee5,ffff00000063010bff00ffff000000000000000000010001019e00630000
457,山海精华材料包,3,礼包/宝箱/资源包,"内含99个山海精华,可用于坐骑炼魂.",,,是,,140,cat1/p1/good140/价1=99/价2=0,,30,0xef4e,ffff00000063010bff00ffff00000000000000000001000101a000630000
575,疾风符,0,普通/功能道具,疾如风，徐如林！提升军队攻击速度5%，持续24小时！,44,"effect#44 提升军队的攻击速度5%,持续24小时. params=[5, 24]",,,169,cat1/p1/good169/价1=30/价2=300,,35,0x10ff3,00000000006301306b01ffff0000000000000001002c02000000050000001800000000
576,大疾风符,0,普通/功能道具,追风逐影，迅疾如雷！迅速提升军队攻击速度10%，持续24小时！,44,"effect#44 提升军队的攻击速度10%,持续24小时. params=[10, 24]",,,170,cat1/p1/good170/价1=200/价2=0,,35,0x1106d,00000000006301306c01ffff0000000000000001002c020000000a0000001800000000
577,天罡北斗,0,普通/功能道具,全面启动玄门阵法，瞬间提升军队攻击速度15%，持续24小时！,44,"effect#44 提升军队的攻击速度15%,持续24小时. params=[15, 24]",,,185,cat6/p3/good185/价1=600/价2=0,,35,0x110f7,00000000006301306d01ffff0000000000000001002c020000000f0000001800000000
636,军团名帖,0,普通/功能道具,军团易名之物。\n用于修改军团名称，仅限军团长使用，每次修改消耗1个。,45,effect#45  params=[],,,178,cat2/p1/good178/价1=300/价2=0,,27,0x12a38,ffff000000630030a900ffff0000000000000001002d0000000000
637,诏书,0,普通/功能道具,奉天诰命，昭告天下。\n用于修改自建国国号或者自建国名称，仅限自建国王使用，每次修改消耗1个。\n,46/47,effect#46  params=[] | effect#47  params=[],,,177,cat2/p1/good177/价1=600/价2=0,,30,0x12ac9,ffff000000630030ab00ffff0000000000000002002e00002f0000000000
660,求贤令,5,任务物品,可在点将台中用来打听史诗名将，有10%几率交换获得史诗名将画册。,,,,,181,cat2/p1/good181/价1=20/价2=0,,24,0x133a3,ffff000003e702310100ffff000000000000000000000000
683,开封令,0,普通/功能道具,在都城开辟封地,,,,,190,cat2/p1/good190/价1=99/价2=0,,24,0x13e88,00040000006302311d00ffff000000000000000000000000
709,将印,0,普通/功能道具,"用来调兵遣将的兵符,可以用来提升将领的统帅能力.",35,"effect#35 增加将领的统帅值5%,持续24小时. params=[5, 24]",,,187,cat1/p4/good187/价1=50/价2=0,,35,0x14813,00010000006302314700ffff0000000000000001002302000000050000001800000000
710,帅印,0,普通/功能道具,"用来调兵遣将的兵符,可以用来提升将领的统帅能力.",35,"effect#35 增加将领的统帅值10%,持续24小时. params=[10, 24]",,,186,cat1/p4/good186/价1=100/价2=0,,35,0x14888,00010000006302314a00ffff00000000000000010023020000000a0000001800000000
714,召回令,0,普通/功能道具,部队驻防城池时长超过1小时，可使用召回令召回驻防将领，使用召回令可无视路径不通。,,,,,188,cat2/p2/good188/价1=100/价2=0,,24,0x14a54,ffff000003e702316700ffff000000000000000000000000
720,虎纹金牌,0,普通/功能道具,用于战法书坊兑换战法书残页。,,,,,189,cat1/p1/good189/价1=100/价2=0,,24,0x14c9c,ffff000003e70031ba00ffff000000000000000000000000
721,福袋,0,普通/功能道具,一个福气满满的袋子，可用于聚宝祈福，运气好的话，可以获得不错的奖励！,,,,,191,cat2/p1/good191/价1=10/价2=0,,24,0x14cf2,ffff0000006302322b00ffff000000000000000000000000
744,转移符,0,普通/功能道具,用于国家科技，可使资源加成转移到攻击加成或者防御加成。,,,,,192,cat2/p2/good192/价1=100/价2=0,,24,0x158b4,ffff0000006302336400ffff000000000000000000000000
757,巡游令,0,普通/功能道具,圣君巡游，福泽天下！用于发起巡游时使用。,,,,,193,cat6/p3/good193/价1=10/价2=0,,24,0x15f2e,ffff000003e702340b00ffff000000000000000000000000
