item_id,name,parse_status,resource_rewards,item_rewards,resource_count,item_reward_count,sections,remaining_hex_prefix,tail_len,desc
338,高级冰玉礼包,parsed_full,,冰玉(119)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999冰玉
339,高级玉露礼包,parsed_full,,玉露(122)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999玉露
340,高级仙芝礼包,parsed_full,,仙芝(123)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999仙芝
365,魔钻每日礼包LV7,parsed_full,粮食*100000 / 铜钱*60000,如意宝箱(242)*1 / 冰玉材料包(181)*1,2,2,"[{""section_type"": 1, ""count"": 2}]",00,44,铜钱x60000，粮食x100000
401,六六大顺,parsed_full,白银*666 / 黄金*666,,2,0,[],0000,34,开启后可获得666黄金、666白银\n
402,红包,parsed_full,粮食*666666 / 铜钱*666666 / 白银*66 / 黄金*6,,4,0,[],0000,44,开启后可获得6黄金、66白银、666666铜钱、666666粮食
411,黄金宝藏,parsed_full,黄金*1,,1,0,[],0000,29,从宝藏金山银山找到的黄金宝藏，打开后，获得1个黄金
412,白银宝藏,parsed_full,白银*1,,1,0,[],0000,29,从宝藏金山银山找到的白银宝藏，打开后，获得1个白银
417,粮食宝藏,parsed_full,粮食*10000,,1,0,[],0000,29,藏于粮仓之中，打开后可获得10000粮食。
418,铜钱宝藏,parsed_full,铜钱*10000,,1,0,[],0000,29,藏于钱庄之中，打开后可以获得10000铜钱。
442,年货,parsed_full,,徭役令(0)*6 / 鲁公手册(22)*6 / 招募令(27)*6 / 初级行军符(76)*6 / 大还丹(14)*6 / 玉石(399)*6 / 财神符(105)*6 / 神农符(103)*6,0,8,"[{""section_type"": 1, ""count"": 8}]",00,58,开启后可获得徭役令*6、鲁公手册*6、招募令*6、初级行军符*6、大还丹*6、玉石*6、财神符*6、神农符*6
443,压岁钱,parsed_full,粮食*888888 / 铜钱*888888 / 白银*88 / 黄金*8,,4,0,[],0000,44,开启可获得8黄金、88白银、888888铜钱、888888粮食
444,购物卡,parsed_full,白银*888 / 黄金*888,,2,0,[],0000,34,开启后可获得888黄金、888白银
445,礼盒,parsed_full,,冰玉(119)*66 / 仙芝(123)*66 / 玄铁(35)*66 / 玉石(399)*66,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启可获得冰玉*66、仙芝*66、玄铁*66、玉石*66
446,贺卡,parsed_full,黄金*8,,1,0,[],0000,29,开启后可获得8黄金
447,聚宝盆,parsed_full,白银*1688 / 黄金*1688,,2,0,[],0000,34,开启后可获得1688黄金、1688白银
454,昆仑玄铁材料包,parsed_full,,昆仑玄铁(413)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个昆仑玄铁,可用于武器炼魂."
455,地魄灵石材料包,parsed_full,,地魄灵石(415)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个地魄灵石,可用于铠甲炼魂."
456,天魂灵石材料包,parsed_full,,天魂灵石(414)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个天魂灵石,可用于头盔炼魂."
457,山海精华材料包,parsed_full,,山海精华(416)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个山海精华,可用于坐骑炼魂."
701,30两银票,parsed_full,白银*30,,1,0,[],0000,29,开启后可获取30两白银.
702,40两银票,parsed_full,白银*40,,1,0,[],0000,29,开启后可获取40两白银
703,60两银票,parsed_full,白银*60,,1,0,[],0000,29,开启后可获取60两白银
704,70两银票,parsed_full,白银*70,,1,0,[],0000,29,开启后可获取70两白银
705,80两银票,parsed_full,白银*80,,1,0,[],0000,29,开启后可获取80两白银
706,90两银票,parsed_full,白银*90,,1,0,[],0000,29,开启后可获取90两白银
739,糖果,parsed_full,,冰玉(119)*1 / 仙芝(123)*1 / 完整藏宝图(410)*1 / 将印(709)*1 / 初级行军符(76)*1 / 玉石(399)*10,0,6,"[{""section_type"": 1, ""count"": 6}]",00,50,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
740,粽子,parsed_full,,冰玉(119)*1 / 仙芝(123)*1 / 完整藏宝图(410)*1 / 将印(709)*1 / 初级行军符(76)*1 / 玉石(399)*10,0,6,"[{""section_type"": 1, ""count"": 6}]",00,50,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
741,西瓜,parsed_full,,冰玉(119)*1 / 仙芝(123)*1 / 完整藏宝图(410)*1 / 将印(709)*1 / 初级行军符(76)*1 / 玉石(399)*10,0,6,"[{""section_type"": 1, ""count"": 6}]",00,50,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
742,饺子,parsed_full,,冰玉(119)*1 / 仙芝(123)*1 / 完整藏宝图(410)*1 / 将印(709)*1 / 初级行军符(76)*1 / 玉石(399)*10,0,6,"[{""section_type"": 1, ""count"": 6}]",00,50,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
