item_id,name,type_label,package_kind,key_required,guaranteed_reward_text,reward_tokens,resolved_reward_item_refs,probability_categories,probability_text,mall_summary,dynamic_evidence,desc
209,幸运礼包,礼包/宝箱/资源包,固定礼包,,"白银600个,徭役令3个,惊喜宝箱3个,30级高级兵武箱1个,30级高级兵盔箱1个,30级高级兵甲箱1个,35级高级兵骑箱1个",白银600个 / 徭役令3个 / 惊喜宝箱3个 / 30级高级兵武箱1个 / 30级高级兵盔箱1个 / 30级高级兵甲箱1个 / 35级高级兵骑箱1个,徭役令:item_id=0 / 惊喜宝箱:item_id=99,,,,,"开启后可获得:白银600个,徭役令3个,惊喜宝箱3个,30级高级兵武箱1个,30级高级兵盔箱1个,30级高级兵甲箱1个,35级高级兵骑箱1个"
210,龙腾礼包,礼包/宝箱/资源包,固定礼包,,行军令3个、初级行军符2个、中级行军符1个、高级行军符1个,行军令3个 / 初级行军符2个 / 中级行军符1个 / 高级行军符1个,行军令:item_id=80 / 初级行军符:item_id=76 / 中级行军符:item_id=77 / 高级行军符:item_id=78,,,,,开启后可获得：行军令3个、初级行军符2个、中级行军符1个、高级行军符1个
211,虎跃礼包,礼包/宝箱/资源包,固定礼包,,招募令10个、高级招募令6个、紧急招募令2个,招募令10个 / 高级招募令6个 / 紧急招募令2个,招募令:item_id=27 / 高级招募令:item_id=28 / 紧急招募令:item_id=29,,,,,开启后可获得：招募令10个、高级招募令6个、紧急招募令2个
212,鸿运礼包,礼包/宝箱/资源包,固定礼包,,"白银200个,徭役令1个,练兵符1个,福神符1个,财神符1个,神农符1个,鲁公手册2个,招募令1个,兵书1个,初级行军符1个,传音符小礼包1个,镔铁材料包5个,浆果材料包5个",白银200个 / 徭役令1个 / 练兵符1个 / 福神符1个 / 财神符1个 / 神农符1个 / 鲁公手册2个 / 招募令1个 / 兵书1个 / 初级行军符1个 / 传音符小礼包1个 / 镔铁材料包5个 / 浆果材料包5个,徭役令:item_id=0 / 练兵符:item_id=109 / 福神符:item_id=107 / 财神符:item_id=105 / 神农符:item_id=103 / 鲁公手册:item_id=22 / 招募令:item_id=27 / 兵书:item_id=16 / 初级行军符:item_id=76 / 传音符小礼包:item_id=10 / 镔铁材料包:item_id=178 / 浆果材料包:item_id=182,,,,,"开启后可获得:白银200个,徭役令1个,练兵符1个,福神符1个,财神符1个,神农符1个,鲁公手册2个,招募令1个,兵书1个,初级行军符1个,传音符小礼包1个,镔铁材料包5个,浆果材料包5个."
213,统一礼包,礼包/宝箱/资源包,固定礼包,,"成长82的将领1个，黄金999个，白银6666个，大练兵符5个，大财神符5个，大神农符5个，高级战鼓5个，高级八阵图5个，高级迁封令5个，行军令5个，高级屯田令5个，高级通商令5个,仙芝大材料包5个,冰玉大材料包5个,80级高级坐骑箱5个,70级高级铠甲箱5个,70级高级头盔箱5个,80级高级武器箱5个",成长82的将领1个 / 黄金999个 / 白银6666个 / 大练兵符5个 / 大财神符5个 / 大神农符5个 / 高级战鼓5个 / 高级八阵图5个 / 高级迁封令5个 / 行军令5个 / 高级屯田令5个 / 高级通商令5个 / 仙芝大材料包5个 / 冰玉大材料包5个 / 80级高级坐骑箱5个 / 70级高级铠甲箱5个 / 70级高级头盔箱5个 / 80级高级武器箱5个,大练兵符:item_id=110 / 大财神符:item_id=106 / 大神农符:item_id=104 / 高级战鼓:item_id=65 / 高级迁封令:item_id=8 / 行军令:item_id=80 / 高级屯田令:item_id=2 / 高级通商令:item_id=33 / 仙芝大材料包:item_id=205 / 冰玉大材料包:item_id=201,,,,,"开启后可获得:成长82的将领1个，黄金999个，白银6666个，大练兵符5个，大财神符5个，大神农符5个，高级战鼓5个，高级八阵图5个，高级迁封令5个，行军令5个，高级屯田令5个，高级通商令5个,仙芝大材料包5个,冰玉大材料包5个,80级高级坐骑箱5个,70级高级铠甲箱5个,70级高级头盔箱5个,80级高级武器箱5个."
214,成长礼包,礼包/宝箱/资源包,固定礼包,,开启可获得：鲁公手册*5、鲁公图册*2、徭役令*2、招募令*3、传音符*10、初级行军符*2、屯田令*2、通商令*2、福神符*1、练兵符*1、铜钱*50000、粮食*120000,开启可获得：鲁公手册*5 / 鲁公图册*2 / 徭役令*2 / 招募令*3 / 传音符*10 / 初级行军符*2 / 屯田令*2 / 通商令*2 / 福神符*1 / 练兵符*1 / 铜钱*50000 / 粮食*120000,鲁公手册:item_id=22 / 鲁公图册:item_id=23 / 徭役令:item_id=0 / 招募令:item_id=27 / 传音符:item_id=9 / 初级行军符:item_id=76 / 屯田令:item_id=1 / 通商令:item_id=32 / 福神符:item_id=107 / 练兵符:item_id=109,,,,,开启可获得：鲁公手册*5、鲁公图册*2、徭役令*2、招募令*3、传音符*10、初级行军符*2、屯田令*2、通商令*2、福神符*1、练兵符*1、铜钱*50000、粮食*120000。
215,拓展礼包,礼包/宝箱/资源包,固定礼包,,徭役令*3、财神符*3、神农符*3、屯田令*3、通商令*3,徭役令*3 / 财神符*3 / 神农符*3 / 屯田令*3 / 通商令*3,徭役令:item_id=0 / 财神符:item_id=105 / 神农符:item_id=103 / 屯田令:item_id=1 / 通商令:item_id=32,,,,,开启后可获得：徭役令*3、财神符*3、神农符*3、屯田令*3、通商令*3
216,精英新手礼包,礼包/宝箱/资源包,固定礼包,,传音符小礼包*1、旌旗*2、迁封令*2、青铜钥匙*5、精铁钥匙*5,传音符小礼包*1 / 旌旗*2 / 迁封令*2 / 青铜钥匙*5 / 精铁钥匙*5,传音符小礼包:item_id=10 / 旌旗:item_id=5 / 迁封令:item_id=6 / 青铜钥匙:item_id=59 / 精铁钥匙:item_id=68,,,,,开启后可获得：传音符小礼包*1、旌旗*2、迁封令*2、青铜钥匙*5、精铁钥匙*5
217,初阶装备礼包,礼包/宝箱/资源包,固定礼包,,30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1,30级头盔箱*1 / 30级铠甲箱*1 / 30级武器箱*1 / 35级坐骑箱*1,,,,,,开启后可获得：30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1
218,初阶强化礼包,礼包/宝箱/资源包,固定礼包,,浆果大材料包*1、灵草大材料包*1、镔铁大材料包*1、水晶大材料包*1,浆果大材料包*1 / 灵草大材料包*1 / 镔铁大材料包*1 / 水晶大材料包*1,浆果大材料包:item_id=202 / 灵草大材料包:item_id=203 / 镔铁大材料包:item_id=198 / 水晶大材料包:item_id=199,,,,,开启后可获得：浆果大材料包*1、灵草大材料包*1、镔铁大材料包*1、水晶大材料包*1
219,新手体验包,礼包/宝箱/资源包,礼包/箱候选,,鲁公手册*10、铜钱辎重（中*3、粮食辎重（中*3、徭役令*4、兵书*10,鲁公手册*10 / 铜钱辎重（中*3 / 粮食辎重（中*3 / 徭役令*4 / 兵书*10,鲁公手册:item_id=22 / 铜钱辎重:item_id=91 / 粮食辎重:item_id=82 / 徭役令:item_id=0 / 兵书:item_id=16,,,,,开启后可获得：鲁公手册*10、铜钱辎重（中*3、粮食辎重（中*3、徭役令*4、兵书*10
220,晋升礼包,礼包/宝箱/资源包,固定礼包,,鲁公宝典*2、鲁公秘录*1、招募令*8、高级招募令*2,鲁公宝典*2 / 鲁公秘录*1 / 招募令*8 / 高级招募令*2,鲁公宝典:item_id=25 / 鲁公秘录:item_id=26 / 招募令:item_id=27 / 高级招募令:item_id=28,,,,,开启后可获得：鲁公宝典*2、鲁公秘录*1、招募令*8、高级招募令*2
221,神速礼包,礼包/宝箱/资源包,固定礼包,,练兵符*1、初级行军符*6、中级行军符*5、高级行军符*4、特级行军符*2,练兵符*1 / 初级行军符*6 / 中级行军符*5 / 高级行军符*4 / 特级行军符*2,练兵符:item_id=109 / 初级行军符:item_id=76 / 中级行军符:item_id=77 / 高级行军符:item_id=78 / 特级行军符:item_id=79,,,,,开启后可获得：练兵符*1、初级行军符*6、中级行军符*5、高级行军符*4、特级行军符*2
222,守护礼包,礼包/宝箱/资源包,固定礼包,,免战牌*1、驱逐令*2、九转金丹*1,免战牌*1 / 驱逐令*2 / 九转金丹*1,免战牌:item_id=21 / 驱逐令:item_id=101,,,,,开启后可获得：免战牌*1、驱逐令*2、九转金丹*1
223,华佗礼包,礼包/宝箱/资源包,固定礼包,,洗髓丹*1、活血丹*4、小还丹*3、大还丹*2、九转金丹*1,洗髓丹*1 / 活血丹*4 / 小还丹*3 / 大还丹*2 / 九转金丹*1,活血丹:item_id=12 / 小还丹:item_id=13 / 大还丹:item_id=14,,,,,开启后可获得：洗髓丹*1、活血丹*4、小还丹*3、大还丹*2、九转金丹*1
224,初战礼包,礼包/宝箱/资源包,固定礼包,,高级兵书*5、战鼓*1、八阵图*1,高级兵书*5 / 战鼓*1 / 八阵图*1,高级兵书:item_id=17 / 战鼓:item_id=64,,,,,开启后可获得：高级兵书*5、战鼓*1、八阵图*1
225,豪华强化礼包,礼包/宝箱/资源包,固定礼包,,玉露大材料包*1、仙芝大材料包*1、玄铁大材料包*1、冰玉大材料包*1,玉露大材料包*1 / 仙芝大材料包*1 / 玄铁大材料包*1 / 冰玉大材料包*1,玉露大材料包:item_id=204 / 仙芝大材料包:item_id=205 / 玄铁大材料包:item_id=200 / 冰玉大材料包:item_id=201,,,,,开启后可获得：玉露大材料包*1、仙芝大材料包*1、玄铁大材料包*1、冰玉大材料包*1
226,豪华装备礼包,礼包/宝箱/资源包,固定礼包,,70级头盔箱*5、70级铠甲箱*5、80级武器箱*5、80级坐骑箱*5,70级头盔箱*5 / 70级铠甲箱*5 / 80级武器箱*5 / 80级坐骑箱*5,,,,,,开启后可获得：70级头盔箱*5、70级铠甲箱*5、80级武器箱*5、80级坐骑箱*5
227,激战礼包,礼包/宝箱/资源包,固定礼包,,悬赏令*1、复仇檄文*1、木牛流马*1、讨伐诏书*1,悬赏令*1 / 复仇檄文*1 / 木牛流马*1 / 讨伐诏书*1,悬赏令:item_id=102 / 檄文:item_id=90 / 木牛流马:item_id=92 / 讨伐诏书:item_id=93,,,,,开启后可获得：悬赏令*1、复仇檄文*1、木牛流马*1、讨伐诏书*1
228,精品礼包,礼包/宝箱/资源包,固定礼包,,战鼓*1、八阵图*1、火药桶*2、小还丹*6、大还丹*5、免战牌*1、旌旗*2、徭役令*2、财神符*2、神农符*2、屯田令*2、通商令*2,战鼓*1 / 八阵图*1 / 火药桶*2 / 小还丹*6 / 大还丹*5 / 免战牌*1 / 旌旗*2 / 徭役令*2 / 财神符*2 / 神农符*2 / 屯田令*2 / 通商令*2,战鼓:item_id=64 / 火药桶:item_id=30 / 小还丹:item_id=13 / 大还丹:item_id=14 / 免战牌:item_id=21 / 旌旗:item_id=5 / 徭役令:item_id=0 / 财神符:item_id=105 / 神农符:item_id=103 / 屯田令:item_id=1 / 通商令:item_id=32,,,,,开启后可获得:战鼓*1、八阵图*1、火药桶*2、小还丹*6、大还丹*5、免战牌*1、旌旗*2、徭役令*2、财神符*2、神农符*2、屯田令*2、通商令*2
229,极品礼包,礼包/宝箱/资源包,固定礼包,,徭役令*2、青铜钥匙*2、精铁钥匙*2、旌旗*2、传音符*2、活血丹*2、小还丹*2、大还丹*2、初级行军符*2、鲁公手册*2、30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1,徭役令*2 / 青铜钥匙*2 / 精铁钥匙*2 / 旌旗*2 / 传音符*2 / 活血丹*2 / 小还丹*2 / 大还丹*2 / 初级行军符*2 / 鲁公手册*2 / 30级头盔箱*1 / 30级铠甲箱*1 / 30级武器箱*1 / 35级坐骑箱*1,徭役令:item_id=0 / 青铜钥匙:item_id=59 / 精铁钥匙:item_id=68 / 旌旗:item_id=5 / 传音符:item_id=9 / 活血丹:item_id=12 / 小还丹:item_id=13 / 大还丹:item_id=14 / 初级行军符:item_id=76 / 鲁公手册:item_id=22,,,,,开启后可获得：徭役令*2、青铜钥匙*2、精铁钥匙*2、旌旗*2、传音符*2、活血丹*2、小还丹*2、大还丹*2、初级行军符*2、鲁公手册*2、30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1
230,金钻礼包,礼包/宝箱/资源包,固定礼包,,紧急招募令*2、大还丹*10、九转金丹*10、高级战鼓*1、高级八阵图*1、高级迁封令*2、复仇檄文*2、木牛流马*2、讨伐诏书*2、高级屯田令*2、高级通商令*2、80级高级武器箱*2、70级高头盔器箱*2、70级高铠甲器箱*2、80级高坐骑器箱*2、传音符大礼包*1、青铜钥匙*5、精铁钥匙*5,紧急招募令*2 / 大还丹*10 / 九转金丹*10 / 高级战鼓*1 / 高级八阵图*1 / 高级迁封令*2 / 复仇檄文*2 / 木牛流马*2 / 讨伐诏书*2 / 高级屯田令*2 / 高级通商令*2 / 80级高级武器箱*2 / 70级高头盔器箱*2 / 70级高铠甲器箱*2 / 80级高坐骑器箱*2 / 传音符大礼包*1 / 青铜钥匙*5 / 精铁钥匙*5,紧急招募令:item_id=29 / 大还丹:item_id=14 / 高级战鼓:item_id=65 / 高级迁封令:item_id=8 / 檄文:item_id=90 / 木牛流马:item_id=92 / 讨伐诏书:item_id=93 / 高级屯田令:item_id=2 / 高级通商令:item_id=33 / 传音符大礼包:item_id=11 / 青铜钥匙:item_id=59 / 精铁钥匙:item_id=68,,,,,开启后可获得：紧急招募令*2、大还丹*10、九转金丹*10、高级战鼓*1、高级八阵图*1、高级迁封令*2、复仇檄文*2、木牛流马*2、讨伐诏书*2、高级屯田令*2、高级通商令*2、80级高级武器箱*2、70级高头盔器箱*2、70级高铠甲器箱*2、80级高坐骑器箱*2、传音符大礼包*1、青铜钥匙*5、精铁钥匙*5
236,黄钻新手礼包,礼包/宝箱/资源包,固定礼包,,,,,,,,,徭役令x1，屯田令x1，通商令x1，鲁工手册x1，初级行军符x1，活血丹x1，兵书x1，传音符x1，青铜钥匙x1
237,黄钻每日礼包LV1,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x40000，粮食x80000
238,黄钻每日礼包LV2,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x45000，粮食x90000
239,黄钻每日礼包LV3,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x50000，粮食x100000
240,黄钻每日礼包LV4,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x50000，粮食x100000，如意宝箱x1
241,黄钻每日礼包LV5,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x55000，粮食x110000，如意宝箱x1
242,如意宝箱,礼包/宝箱/资源包,随机概率宝箱,,,,,宝箱类道具=2.0% / 材料=12.7% / 功能性道具=19.45% / 加速类道具=27.45% / 增益性道具=13.4% / 装备=6.0% / 资产类道具=19.0%,开启的道具概率如下：\n宝箱类道具 2.00%\n材料 12.70%\n功能性道具 19.45%\n加速类道具 27.45%\n增益性道具 13.40%\n装备 6.00%\n资产类道具 19.00%,,,"如意宝箱可能会开出很多意想不到的宝物哦,赶紧打开看看吧.#probability#开启的道具概率如下：\n宝箱类道具 2.00%\n材料 12.70%\n功能性道具 19.45%\n加速类道具 27.45%\n增益性道具 13.40%\n装备 6.00%\n资产类道具 19.00%"
243,黄钻每日礼包LV6,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x60000，粮食x120000，如意宝箱x1
244,黄钻每日礼包LV7,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x60000，粮食x120000，如意宝箱x1，冰玉材料包x1
245,黄钻每日礼包LV8,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x60000，粮食x120000，如意宝箱x1，冰玉材料包x1，仙芝材料包x1
246,年费黄钻每日礼包,礼包/宝箱/资源包,固定礼包,,,,,,,,,徭役令x1
247,升级礼包,礼包/宝箱/资源包,固定礼包,,"很多好东西,赶紧打开吧!",很多好东西 / 赶紧打开吧!,,,,,,"游戏礼包里有很多好东西,赶紧打开吧!"
248,升级礼包2,礼包/宝箱/资源包,固定礼包,,资源、宝物、礼包3,资源 / 宝物 / 礼包3,,,,,,"礼包里有资源、宝物、礼包3,需要君主等级达到10级后才能打开."
249,升级礼包3,礼包/宝箱/资源包,固定礼包,,资源、宝物、礼包4,资源 / 宝物 / 礼包4,,,,,,"礼包里有资源、宝物、礼包4,需要君主等级达到20级后才能打开."
250,升级礼包4,礼包/宝箱/资源包,固定礼包,,资源、宝物、礼包5,资源 / 宝物 / 礼包5,,,,,,"礼包里有资源、宝物、礼包5,需要君主等级达到30级后才能打开."
251,升级礼包5,礼包/宝箱/资源包,固定礼包,,资源、宝物、礼包6,资源 / 宝物 / 礼包6,,,,,,"礼包里有资源、宝物、礼包6,需要君主等级达到40级后才能打开."
252,升级礼包6,礼包/宝箱/资源包,固定礼包,,资源、宝物、礼包7,资源 / 宝物 / 礼包7,,,,,,"礼包里有资源、宝物、礼包7,需要君主等级达到50级后才能打开."
253,升级礼包7,礼包/宝箱/资源包,固定礼包,,一个高级迁封令,一个高级迁封令,高级迁封令:item_id=8,,,,,"礼包里有一个高级迁封令,需要君主等级达到60级后才能打开."
256,黄金包,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,黄金x100
257,活血丹包,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,活血丹x3
258,兵书包,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,普通兵书x5
259,传音符小包,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,传音符x2
260,鲁公手册包,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,鲁公手册x3
261,通商令包,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,通商令x2
264,魔钻每日礼包LV1,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x30000，粮食x60000
265,魔钻每日礼包LV2,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x35000，粮食x70000
266,魔钻每日礼包LV3,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x45000，粮食x80000
267,魔钻每日礼包LV4,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x45000，粮食x80000
268,魔钻每日礼包LV5,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x50000，粮食x90000
269,魔钻每日礼包LV6,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x50000，粮食x90000
270,特权礼包,礼包/宝箱/资源包,固定礼包,,青铜钥匙*1、精铁钥匙*1、八阵图*1、悬赏令*1、复仇檄文*1、高级招募令*1、徭役令*1、财神符*1、神农符*1、屯田令*1、通商令*1,青铜钥匙*1 / 精铁钥匙*1 / 八阵图*1 / 悬赏令*1 / 复仇檄文*1 / 高级招募令*1 / 徭役令*1 / 财神符*1 / 神农符*1 / 屯田令*1 / 通商令*1,青铜钥匙:item_id=59 / 精铁钥匙:item_id=68 / 悬赏令:item_id=102 / 檄文:item_id=90 / 高级招募令:item_id=28 / 徭役令:item_id=0 / 财神符:item_id=105 / 神农符:item_id=103 / 屯田令:item_id=1 / 通商令:item_id=32,,,,,开启后可获得:青铜钥匙*1、精铁钥匙*1、八阵图*1、悬赏令*1、复仇檄文*1、高级招募令*1、徭役令*1、财神符*1、神农符*1、屯田令*1、通商令*1
283,任务物品礼包,礼包/宝箱/资源包,固定礼包,,,,,,,,,无敌
284,副本钥匙礼包,礼包/宝箱/资源包,固定礼包,,,,,,,,,无敌
287,15级卓越亮银枪,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件15级的亮银枪，品质为卓越。
288,25级卓越赤金斧,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件25级的赤金斧，品质为卓越。
289,40级卓越流云弓,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件40级的流云弓，品质为卓越。
290,50级卓越避水剑,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件50级的避水剑，品质为卓越。
291,60级卓越破天锤,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件60级的破天锤，品质为卓越。
292,70级卓越宝雕弓,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件70级的宝雕弓，品质为卓越。
293,75级卓越霸王枪,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件75级的霸王枪，品质为卓越。
294,10级卓越皮盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件10级的皮盔，品质为卓越。
295,22级卓越青铜盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件22级的青铜盔，品质为卓越。
296,34级卓越精铁盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件34级的精铁盔，品质为卓越。
297,46级卓越白银盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件46级的白银盔，品质为卓越。
298,58级卓越黄金盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件58级的黄金盔，品质为卓越。
299,70级卓越紫金盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件70级的紫金盔，品质为卓越。
300,8级卓越皮铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件8级的皮铠，品质为卓越。
301,20级卓越青铜铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件20级的青铜铠，品质为卓越。
302,32级卓越精铁铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件32级的精铁铠，品质为卓越。
303,44级卓越白银铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件44级的白银铠，品质为卓越。
304,56级卓越黄金铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件56级的黄金铠，品质为卓越。
305,68级卓越紫金铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件68级的紫金铠，品质为卓越。
306,15级卓越战马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹15级的战马，品质为卓越。
307,32级卓越红鬃马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹32级的战马，品质为卓越。
308,49级卓越黄骠马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹49级的黄骠马，品质为卓越。
309,66级卓越大宛马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹66级的大宛马，品质为卓越。
310,15级优秀亮银枪,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件15级的亮银枪，品质为优秀。
311,25级优秀赤金斧,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件25级的赤金斧，品质为优秀。
312,40级优秀流云弓,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件40级的流云弓，品质为优秀。
313,50级优秀避水剑,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件50级的避水剑，品质为优秀。
314,60级优秀破天锤,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件60级的破天锤，品质为优秀。
315,70级优秀宝雕弓,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件70级的宝雕弓，品质为优秀。
316,75级优秀霸王枪,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件75级的霸王枪，品质为优秀。
317,10级优秀皮盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件10级的皮盔，品质为优秀。
318,22级优秀青铜盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件22级的青铜盔，品质为优秀。
319,34级优秀精铁盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件34级的精铁盔，品质为优秀。
320,46级优秀白银盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件46级的白银盔，品质为优秀。
321,58级优秀黄金盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件58级的黄金盔，品质为优秀。
322,70级优秀紫金盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件70级的紫金盔，品质为优秀。
323,8级优秀皮铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件8级的皮铠，品质为优秀。
324,20级优秀青铜铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件20级的青铜铠，品质为优秀。
325,32级优秀精铁铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件32级的精铁铠，品质为优秀。
326,44级优秀白银铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件44级的白银铠，品质为优秀。
327,56级优秀黄金铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件56级的黄金铠，品质为优秀。
328,68级优秀紫金铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件68级的紫金铠，品质为优秀。
329,15级优秀战马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹15级的战马，品质为优秀。
330,32级优秀红鬃马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹32级的红鬃马，品质为优秀。
331,49级优秀黄骠马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹49级的黄骠马，品质为优秀。
332,66级优秀大宛马,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹66级的大宛马，品质为优秀。
333,钱袋,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得888白银,开启后可获得888白银,,,,,,开启后可获得888白银
334,乾坤袋,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得99黄金、999白银、99999铜钱、999999粮食,开启后可获得99黄金 / 999白银 / 99999铜钱 / 999999粮食,,,,,,开启后可获得99黄金、999白银、99999铜钱、999999粮食\n
335,月饼,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得88888铜钱、888888粮食,开启后可获得88888铜钱 / 888888粮食,,,,,,开启后可获得88888铜钱、888888粮食\n
336,汤圆,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得99999铜钱、999999粮食,开启后可获得99999铜钱 / 999999粮食,,,,,,开启后可获得99999铜钱、999999粮食
337,高级玄铁礼包,礼包/宝箱/资源包,固定礼包,,打开后可获得999玄铁,打开后可获得999玄铁,玄铁:item_id=35,,,,,打开后可获得999玄铁
338,高级冰玉礼包,礼包/宝箱/资源包,固定礼包,,打开后可获得999冰玉,打开后可获得999冰玉,冰玉:item_id=119,,,cat2/p1/good167/价1=900/价2=0,,打开后可获得999冰玉
339,高级玉露礼包,礼包/宝箱/资源包,固定礼包,,打开后可获得999玉露,打开后可获得999玉露,玉露:item_id=122,,,,,打开后可获得999玉露
340,高级仙芝礼包,礼包/宝箱/资源包,固定礼包,,打开后可获得999仙芝,打开后可获得999仙芝,仙芝:item_id=123,,,cat2/p1/good168/价1=900/价2=0,,打开后可获得999仙芝
365,魔钻每日礼包LV7,礼包/宝箱/资源包,固定礼包,,,,,,,,,铜钱x60000，粮食x100000
366,君王刘备,礼包/宝箱/资源包,礼包/箱候选,,君王将——刘备！,君王将——刘备！,,,,,,开启后可获得:君王将——刘备！
367,君王曹操,礼包/宝箱/资源包,礼包/箱候选,,君王将——曹操！,君王将——曹操！,,,,,,开启后可获得:君王将——曹操！
368,君王刘表,礼包/宝箱/资源包,礼包/箱候选,,君王将——刘表！,君王将——刘表！,,,,,,开启后可获得:君王将——刘表！
369,君王袁术,礼包/宝箱/资源包,礼包/箱候选,,君王将——袁术！,君王将——袁术！,,,,,,开启后可获得:君王将——袁术！
370,君王马腾,礼包/宝箱/资源包,礼包/箱候选,,君王将——马腾！,君王将——马腾！,,,,,,开启后可获得:君王将——马腾！
371,君王董卓,礼包/宝箱/资源包,礼包/箱候选,,君王将——董卓！,君王将——董卓！,,,,,,开启后可获得:君王将——董卓！
372,君王袁绍,礼包/宝箱/资源包,礼包/箱候选,,君王将——袁绍！,君王将——袁绍！,,,,,,开启后可获得:君王将——袁绍！
373,君王张鲁,礼包/宝箱/资源包,礼包/箱候选,,君王将——张鲁！,君王将——张鲁！,,,,,,开启后可获得:君王将——张鲁！
